,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
10,HABERSHAM COUNTY MEDICAL CTR,NGHS ensures consistent leadership for Habersham Medical Center ...,https://www.nghs.com/2023/06/20/nghs-ensures-consistent-leadership-for-habersham-medical-center-and-adds-new-general-surgeon,none found,Habersham Medical Center & Northeast Georgia Health System ...,https://www.ngpg.org/habersham-medical-center-northeast-georgia-health-system-reach-definitive-agreement-on-five-year-pl,none found,System Administration - Northeast Georgia Health System,https://www.nghs.com/administration,Antonio Rios MD Chief of Population Health
11,WELLSTAR PAULDING HOSPITAL,Wellstar Executive Leadership,https://www.wellstar.org/about-us/executive-leadership,none found,Wellstar Paulding Hospital | NIST,https://www.nist.gov/baldrige/wellstar-paulding-hospital,none found,2016 Community Health Needs Assessment IMPLEMENTATION,https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a,"Unusual behavior notice: Webpage: 
 AssertionFailureError Failed to goto https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a Error net::ERR_ABORTED at https://www.wellstar.org/-/media/project/wellstar/org/documents/chna/chna_implementation_strategy_2016.pdf?rev=04b054fe77a242a08fc13e705828080a."
12,ST JOSEPH'S HOSPITAL - SAVANNAH,149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"Nichola Davis, MD. Vice President and Chief Population Health Officer of NYC Health + Hospitals (New York City). 
Paul Alexander, MD. Executive Vice President and Chief Health Equity and Transformation Officer at RWJBarnabas Health (Orange, N.J.). 
Evelyn Balogun, MD. Chief Medical Officer of Inspira Medical Group (Mullica Hill, N.J.).","Timeline of City Actions | Savannah, GA - Official Website",https://www.savannahga.gov/2975/Timeline-of-City-Actions,none found,St Josephs / Candler: Savannah Hospital | St. Joseph`s/Candler,https://www.sjchs.org/,none found
13,PHOEBE SUMTER MEDICAL CENTER,"We, the undersigned healthcare and public health professionals ...",https://innovationlawlab.org/media/GA_DPH_re_COVID19_and_ICE.pdf,none found,Phoebe Putney Health System | LinkedIn,https://www.linkedin.com/company/phoebe-putney-memorial-hospital,none found,Phoebe Worth Medical Center opens expanded and renovated ...,https://www.walb.com/2023/12/06/phoebe-worth-medical-center-opens-expanded-renovated-emergency-center/,none found
14,NORTHEAST GEORGIA MEDICAL CENTER BARROW,System Administration - Northeast Georgia Health System,https://www.nghs.com/administration,Antonio Rios MD Chief of Population Health,Patient Care Services Staffing Support During a Pandemic - PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7529369/,"Brenda Baird Simpson, DNP, RN, CENP, is vice president and chief nursing executive, Maria O. Whitt, MHSM, BSN, RN, NEA-BC, is director nursing excellence.",News Archive - Northeast Georgia Health System,https://www.nghs.com/about/news-updates/archive,"Kalpana Prasad, MD, Program Director for Psychiatry Physician Residency Program,  
Francis Nuthalapaty, MD, Program Director for Obstetrics and Gynecology Physician Residency,  
Josh Mugele, MD, Program Director for Emergency Medicine Physician Residency"
15,"PIEDMONT WALTON HOSPITAL, INC",Piedmont Walton Hospital Leadership Staff | Piedmont Healthcare,https://www.piedmont.org/locations/piedmont-walton/leadership,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found
16,ADVENTHEALTH MURRAY,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found,Hospital Leadership,https://www.orlandohealth.com/about-us/leadership,none found,AdventHealth | A Leader in Whole-Person Health Care,https://www.adventhealth.com/,none found
17,UNION GENERAL HOSPITAL,Senior Leadership - Union General Health System,https://uniongeneralhealthsystem.com/senior-leadership/,none found,ASTHO: Association of State and Territorial Health Officials,https://www.astho.org/,none found,Recent Recognitions - Union General Health System,https://uniongeneralhealthsystem.com/recent-recognitions/,none found
18,FLOYD MEDICAL CENTER,Leadership | UW Medicine,https://www.uwmedicine.org/about/leadership,"Pranika Laing – Interim Associate Vice President for UW Medicine Primary Care and Population Health, Michael Myint, MD – Chief Population Health Officer, UW Medicine",Leadership - ECU Health,https://www.ecuhealth.org/about-us/system-of-care/leadership/,none found,COMMUNITY HEALTH NEEDS ASSESSMENT,https://www.floyd.org/about-floyd/Documents/2021-CHNA-Floyd-final.pdf,none found
19,PIEDMONT COLUMBUS REGIONAL MIDTOWN,Community Health Needs Assessment | Piedmont Columbus ...,https://www.piedmont.org/media/file/2022-11-PCR-Community-Health-Needs-Assessment.pdf,none found,2024 Residency Matches | Harrison College of Pharmacy,https://pharmacy.auburn.edu/news/2023-24/042524-residencies.php,none found,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found
20,HOUSTON MEDICAL CENTER,Fernandez and Cain appointed to new leadership positions to ...,https://sph.uth.edu/news/story/fernandez-and-cain-appointed-to-new-leadership-positions-to-bolster-population-health-and-faculty-development,"- Maria E. Fernández, PhD, vice president of Population Health and Implementation Science
- Lisa D. Cain, PhD, associate vice president of Faculty Affairs and Development",Harris County Public Health,https://publichealth.harriscountytx.gov/,none found,Dallas Campus - UTHealth Houston School of Public Health,https://sph.uth.edu/campuses/dallas,"Serwaa Omowale, PhD, LMSW, MPH, assistant professor, Caitlin C. Murphy, PhD, MPH, Marlyn Allicock, PhD, MPH, Marianne Olaniran, MS, MPH"
21,APPLING HOSPITAL,Appling Healthcare names new CNO - Appling Healthcare,https://www.ahcs.org/appling-healthcare-names-new-cno/,none found,Appling Healthcare | Baxley GA,https://www.facebook.com/applinghealthcare/,none found,Appling Healthcare CEO submits resignation to Hospital Authority ...,https://www.ahcs.org/appling-healthcare-ceo-submits-resignation-to-hospital-authority/,none found
22,DORMINY MEDICAL CENTER,Departments - Dorminy Medical Center,https://www.dorminymedical.org/about/departments,none found,Rural hospital now thriving as others close - College of Public ...,https://publichealth.uga.edu/rural-hospital-now-thriving-as-others-close/,none found,Dorminy Medical Center,https://www.dorminymedical.org/fileadmin/Files/Dorminy/Transparency_Documents/HTR_Organizational_Chart.pdf,none found
23,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,Outreach News Archives - College of Public Health UGA,https://publichealth.uga.edu/category/outreach-news/,none found,"Piedmont Athens Regional | Athens, GA Hospital | Piedmont ...",https://www.piedmont.org/locations/piedmont-athens/about,none found
24,EAST GEORGIA REGIONAL MEDICAL CENTER,SGMC Promotes Members of Leadership Team - SGMC Health,https://www.sgmc.org/sgmc-promotes-members-of-leadership-team/,none found,Region IV Public Health Training Center: R4PHTC Home,https://r4phtc.org/,"Kentucky Population Health Institute, Community-Based Training Partner",System Administration - Northeast Georgia Health System,https://www.nghs.com/administration,Antonio Rios MD Chief of Population Health
25,EMORY DECATUR HOSPITAL,"Jen Schuck named CEO of Emory Decatur Hospital, Emory ...",https://news.emory.edu/stories/2023/05/hs_jen_schuck_named_ceo_edh_ehh_eltac_17-05-2023/story.html,none found,Rollins School of Public Health,https://sph.emory.edu/,none found,Emory Decatur Hospital unveils multimillion dollar renovation of ...,https://news.emory.edu/stories/2024/05/hs_edh_behavioral_health_services_renovation_30-05-2024/story.html,none found
26,EMORY UNIVERSITY HOSPITAL MIDTOWN,Internal Medicine Residency | Emory School of Medicine,https://med.emory.edu/departments/medicine/education/residency-program/index.html,none found,Heather Dexter and Matt Wain appointed to new Emory Healthcare ...,https://news.emory.edu/stories/2023/10/hs_dexter_wain_ehc_regionalized_hospital_structure_05-10-2023/story.html,none found,Executive Leadership and Board of Directors Leadership at Emory ...,https://www.emoryhealthcare.org/about/executive-staff,none found
27,GRADY MEMORIAL HOSPITAL,Our Leadership | Grady Health,https://www.gradyhealth.org/about-us/our-leadership/,none found,Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"Carrie Harris-Muller, Senior Vice President and Chief Population Health Officer",Health Equity Office | Grady Health,https://www.gradyhealth.org/about-us/health-equity/,none found
28,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",Leadership at Loyola Medicine | Loyola Medicine,https://www.loyolamedicine.org/about-us/leadership/,"Keith Veselik, MD, Regional Vice President, Population Health","Emory Saint Joseph's Hospital, Atlanta",https://www.emoryhealthcare.org/locations/hospitals/emory-saint-josephs-hospital,none found,Leadership | UConn Health,https://health.uconn.edu/about/leadership,"Khadija Poitras-Rhea, Associate Vice President Population Health"
29,PIEDMONT HOSPITAL,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,Industry Focus Reports | Page 5 | HealthLeaders Media,https://www.healthleadersmedia.com/industry-focus-reports?page=4,none found,"West Piedmont Health District Receives ""Project Public Health ...",https://www.vdh.virginia.gov/news/2024-regional-news-releases/west-piedmont-health-district-receives-project-public-health-ready-recognition/,"Nancy Bell, Population Health Manager"
30,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,Adirondack Rural Health Network - AHI,https://ahihealth.org/arhn/,"Andrea Bonacci, Director of Population Health Programs",Public Health leadership | Clark County,https://clark.wa.gov/public-health/public-health-leadership,"Andrea Pruett, Community Health Director","Public Health – Seattle & King County - King County, Washington",https://www.kingcounty.gov/en/dept/dph,none found
31,NORTHSIDE HOSPITAL GWINNETT,About | Northside Hospital,https://www.northside.com/about,"Unusual behavior notice: Webpage: 
 Verifying you are human. This may take a few seconds. www.northside.com needs to review the security of your connection before proceeding..",Job Search Results - Northside Hospital Careers,https://jobs.northside.com/job-search-results/,none found,Northside Hospital Gwinnett | Northside Hospital,https://www.northside.com/locations/northside-hospital-gwinnett,none found
32,"COFFEE REGIONAL MEDICAL CENTER, INC",2022 Community Health Needs Assessment,https://www.coffeeregional.org/wp-content/uploads/2023/01/2022-CHNA-Report-FINAL-REV.pdf,none found,Coffee Regional Medical Center - NQIIC,https://quality.allianthealth.org/coffee-regional-medical-center/,none found,Coffee Regional Medical Center | To Serve. To Heal. To Save.,https://www.coffeeregional.org/,none found
33,PIEDMONT ROCKDALE HOSPITAL,Board of Directors & Senior Executive Leadership | Piedmont ...,https://www.piedmont.org/about-piedmont-healthcare/board-of-directors/piedmont-healthcare,none found,Careers at Piedmont Healthcare: Home,https://piedmontcareers.org/,none found,"Piedmont Rockdale Hospital to Open Public, Walking Path on ...",https://www.piedmont.org/about-piedmont-healthcare/media-room/stories/news-article?story=4823,none found
34,DODGE COUNTY HOSPITAL,Dodge County Hospital Foundation,https://www.dodgecountyhospital.com/getpage.php?name=Foundation,none found,UnityPoint Health Leadership,https://www.unitypoint.org/about-unitypoint-health/our-organization/leadership,"Scott Kizer, President & CEO","Jan Hamrick of Dodge County Hospital awarded ""2019 CFO of the ...",https://www.dodgecountyhospital.com/getpage.php?name=CFO_of_the_Year,none found
35,TIFT REGIONAL MEDICAL CENTER,Community Health Assessment and Strategic Overview - SYSTEM ...,https://mysouthwell.com/wp-content/uploads/2021/06/Southwell-System-CHNA-FINAL-Report-March-2021.pdf,none found,Nonprofit Hospital Community Health Needs Assessments in Georgia,https://www.georgiawatch.org/wp-content/uploads/2015/06/Formatted-CHNA-Report-06022015-FINAL.pdf,none found,Mary Black - University of North Carolina at Greensboro - Buford ...,https://www.linkedin.com/in/mmblack1,none found
36,JEFFERSON HOSPITAL,College of Population Health,https://www.jefferson.edu/academics/colleges-schools-institutes/population-health.html,none found,Contact & Leadership - | Jefferson Healthcare,https://jeffersonhealthcare.org/contact-and-public-records/,none found,Healthcare Leadership Academy for Women,https://www.jefferson.edu/academics/colleges-schools-institutes/population-health/professional-development/specialized-training-programs/population-health-academy-programs/healthcare-leadership-academy-for-women.html,none found
37,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",Tift Regional Medical Center - Southwell,https://mysouthwell.com/tift-regional-medical-center/,none found,Great health care options for Cook County Georgia,http://cookcountyedc.com/living_here/healthcare,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8aa9cc1979348262 Your IP Click to reveal 209.198.254.117 Performance & security by Cloudflare.",Southwell: Home,https://mysouthwell.com/,none found
38,CRISP REGIONAL HOSPITAL,"Patient Resources | Crisp Regional Hospital | Cordele, GA",https://crispregional.org/patient-resources/,none found,USDA awards $1 million to Crisp Regional Hospital | Congressman ...,http://bishop.house.gov/media-center/in-the-news/usda-awards-1-million-to-crisp-regional-hospital,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8aa9cc9a1ed4084b Your IP Click to reveal 209.198.254.117 Performance & security by Cloudflare.","Crisp Regional Health, Inc. Selects Cerner Integrated EHR to ...",https://crispregional.org/crisp-regional-health-inc-selects-cerner-integrated-ehr-to-support-improved-patient-care/,"Mitch Hiers, director of IT"
39,COLQUITT REGIONAL MEDICAL CENTER,Sterling Center Women's Health - Colquitt Regional Medical Center,https://colquittregional.com/sterling-center-womens-health/,none found,UGA Archway Partnership joins forces with College of Public Health ...,https://outreach.uga.edu/uga-report-helps-rural-healthcare-providers-prepare-for-covid-19-pandemic/,"Grace Bagwell Adams, Associate Professor, College of Public Health
Sarah Adams, Archway Partnership Professional
John Drake, Professor, Odum School of Ecology
Andreas Handel, Professor, College of Public Health","Accreditations, Awards and Recognition - Colquitt Regional Medical ...",https://colquittregional.com/home/about-us/accreditations-awards-and-recognition/,none found
40,"MEDICAL CENTER, NAVICENT HEALTH (THE)",Advocate Health Names Executive Leadership Team,https://atriumhealth.org/about-us/newsroom/news/2022/12/advocate-health-names-executive-leadership-team,"Don Calcagno, MBA SVP, Chief Population Health Officer, Terry G. Williams, DrPH candidate, MBA SVP, Chief Population Health Officer",American Hospital Association Recognizes Navicent Health with ...,https://www.aha.org/press-releases/2018-07-18-american-hospital-association-recognizes-navicent-health-2018-equity-care,none found,Atrium Health Leaders Named to Becker's “Black Healthcare ...,https://navicenthealth.org/community/single_news/atrium-health-leaders-named-to-becker-s-black-healthcare-leaders-to-know-2023,"Dr. Tiffany Victor, Vice President of Population Health and Care Management of Greater Charlotte Market of Atrium Health"
41,EMANUEL MEDICAL CENTER,Public Health leadership | Clark County,https://clark.wa.gov/public-health/public-health-leadership,"- Alan Melnick, MD, MPH, CPH, Director/Health Officer
- Roxanne Wolfe, Deputy Director
- Jeff Harbison, Administrative Services Director
- Andrea Pruett, Community Health Director
- Dana Nguyen BSN, RN, CIC, Investigation and Response Director",Public Health - Leadership - City of Chicago,https://www.chicago.gov/city/en/depts/cdph/auto_generated/cdph_leadership.html,none found,Find a Doctor,https://www.emanuelmedicalcenter.org/find-a-doc,none found
42,UNIVERSITY HOSPITAL MCDUFFIE,Rising stars: 67 healthcare leaders under 40,https://www.beckershospitalreview.com/lists/rising-stars-67-healthcare-leaders-under-40.html,none found,Community Health Needs Assessment | Piedmont McDuffie,https://www.piedmont.org/media/file/2022-11-PMD-Community-Health-Needs-Assessment.pdf,none found,"Georgetown Faculty, Students Testify in Support of Resolution to ...",https://gumc.georgetown.edu/gumc-stories/georgetown-faculty-students-testify-in-support-of-resolution-to-declare-racism-a-public-health-crisis-in-dc/,"Edward Healton, MD, MPH, Executive Vice President for Health Sciences; Christopher King, PhD, Associate Professor and Chair of the Department of Health Systems Administration; Michelle Roett, MD, MPH, Professor and Chair of the Department of Family Medicine; Vicki Girard, JD, Director of the Georgetown University Health Justice Alliance"
43,BURKE MEDICAL CENTER,Hospital CMO: 4 Ways to Stay Ahead of the Aging Population,https://www.healthleadersmedia.com/cmo/hospital-cmo-4-ways-stay-ahead-aging-population,none found,Division of Public Health Sciences – Wake Forest School of Medicine,https://school.wakehealth.edu/departments/public-health-sciences,"Kristie Foley, PhD, MS, Associate Director for Population Health Sciences, Comprehensive Cancer Center, Chair, Implementation Science, Vice Dean, Research Strategy and Integration, Professor, Implementation Science","Community Memorial Hospital, Burke, SD",https://www.sanfordhealth.org/-/media/org/files/about/community-health-needs-assessment/2019-chna-final-report-community-memorial-burke-sd.pdf,none found
44,WELLSTAR ATLANTA MEDICAL CENTER,Wellstar Executive Leadership,https://www.wellstar.org/about-us/executive-leadership,none found,Family Medicine | Kennestone Hospital – Wellstar Graduate Medical ...,https://gme.wellstar.org/kennestone/family-medicine/,none found,Overcoming obstacles: How one health system is creating a more ...,https://www.wellstar.org/articles/overcoming-obstacles-for-inclusive-healthcare-future,"Elise Lockamy-Kassim, AVP, Community Health & Center for Health Equity, Wellstar Health System"
