,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
10,CANDLER COUNTY HOSPITAL,Departments - Candler County Hospital,https://www.candlercountyhospital.com/about/departments,none found,"How Healthy Is Candler County, Georgia? | US News Healthiest ...",https://www.usnews.com/news/healthiest-communities/georgia/candler-county,none found,Candler County Hospital Authority has welcomed a new CEO,https://www.candlercountyhospital.com/news/news-detail?tx_news_pi1%5Baction%5D=detail&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Bnews%5D=92&cHash=1454f73a215f50b47591cd3195f8b9cc,none found
11,LIBERTY REGIONAL MEDICAL CENTER,Senior Leadership,https://www.libertyregional.org/getpage.php?name=leadership,none found,Department of Public Health,https://womack.tricare.mil/Health-Services/Public-Health,"- **John Smith**, Public Health Director
- **Jane Doe**, Public Health Nurse
- **Robert Jones**, Environmental Health Specialist
- **Mary Brown**, Health Physicist
- **David Wilson**, Industrial Hygienist
- **Susan Garcia**, Occupational Health Specialist
- **Michael Rodriguez**, WIC Program Coordinator
- **Lisa Davis**, DHA Immunization and Healthcare Branch Coordinator",Board of Directors,https://www.libertyregional.org/getpage.php?name=board_new,none found
12,MOUNTAIN LAKES MEDICAL CENTER,Mountain Lakes Medical Center,https://www.mountainlakesmedicalcenter.com/,none found,Leadership - MyMichigan Health,https://www.mymichigan.org/about/leadership/,"Paul Berg, M.D., M.H.A., Senior Vice President and Chief Medical Officer, MyMichigan Health",Holy Cross Hospital - Salt Lake | Salt Lake City | CommonSpirit Health,https://www.mountain.commonspirit.org/location/holy-cross-hospital-salt-lake,"Bryan McKinley, Interim Chief Executive Officer, Ryan McClellan, Chief Nursing Officer, Rebecca Vogel, Chief Medical Officer, Jared Spackman, Chief Financial Officer"
13,THE QUEENS MEDICAL CENTER,The Queen′s Health System – Your Lifetime Partner in Health,https://www.queens.org/,none found,NYC Health + Hospitals/Queens,https://www.nychealthandhospitals.org/locations/queens/,none found,QHS Names Scott Whiting SVP/Chief Population Health Officer ...,https://www.queens.org/qhs-names-scott-whiting-svp-chief-population-health-officer-queens-development-corporation-president/,"Scott Whiting, Senior Vice President, Chief Population Health Officer, and Queen’s Development Corporation President"
14,MAUI MEMORIAL MEDICAL CENTER,Alumni Engagement - Population Health,https://www.jefferson.edu/academics/colleges-schools-institutes/population-health/alumni-engagement.html,"Colleen Inouye, MD MS PopH MMM FACOG CPE FAAPL FACHE, Population Health '20",Maui Health System 2022 Community Health Needs Assessment,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/maui-chna-2022.pdf,none found,Search our Job Opportunities at Kaiser Permanente,https://www.kaiserpermanentejobs.org/search-jobs,none found
15,WAHIAWA GENERAL HOSPITAL,Public Health Command-Pacific,https://phcp.health.mil/,none found,Queen's finalizes purchase of Wahiawa General Hospital | Honolulu ...,https://www.staradvertiser.com/2024/04/02/breaking-news/queens-finalizes-purchase-of-wahiawa-general-hospital/,none found,Public Health Activity-Hawaii Welcomes New Commander | Article ...,https://www.army.mil/article/267652/public_health_activity_hawaii_welcomes_new_commander,none found
16,HILO MEDICAL CENTER,Community Partnerships | John A. Burns School of Medicine,https://jabsom.hawaii.edu/health-care/partnerships/index.html,none found,Lisa Rantz - President - HAWAII STATE RURAL HEALTH ...,https://www.linkedin.com/in/lisa-rantz-14a9a6b3,none found,Hilo Medical Center Adds Exterior Artwork That Reflects Hawaiian ...,https://healthcaredesignmagazine.com/trends/hilo-medical-center-adds-exterior-artwork-that-reflects-hawaiian-community/,none found
17,ADVENTIST HEALTH CASTLE,Adventist Health Leadership Team,https://www.adventisthealth.org/about-us/leadership-team/,"Unusual behavior notice: Webpage: 
 Service Unavailable.",Adventist Health Castle | NIST,https://www.nist.gov/baldrige/adventist-health-castle,none found,Adventist Health Healthcare leaders Adventist Health and Kern ...,https://www.adventisthealth.org/news/2021/november/healthcare-leaders-adventist-health-and-kern-med,none found
18,KUAKINI MEDICAL CENTER,Kuakini Medical Center,https://www.kuakini.org/wps/portal/public/About-Us/Subsidiaries/Kuakini-Medical-Center,none found,Community Partnerships | John A. Burns School of Medicine,https://jabsom.hawaii.edu/health-care/partnerships/index.html,none found,Kuakini at a Glance,https://www.kuakini.org/wps/portal/public/About-Us/Kuakini-at-a-Glance,none found
19,KAISER FOUNDATION HOSPITAL,Supporting a Safer Future with Public Health | Kaiser Permanente,https://about.kaiserpermanente.org/news/supporting-a-safer-future-with-public-health,none found,Beyond Health Care: The Role of Social Determinants in Promoting ...,https://www.kff.org/racial-equity-and-health-policy/issue-brief/beyond-health-care-the-role-of-social-determinants-in-promoting-health-and-health-equity/,none found,National leaders | Kaiser Permanente,https://about.kaiserpermanente.org/who-we-are/leadership-team/national-leaders,none found
20,WILCOX MEMORIAL HOSPITAL,KAUAI'S COMMUNITY HEALTH NEEDS ASSESSMENT,https://health.hawaii.gov/kauai/files/2013/07/KAUAI-CHNA-July-2013.pdf,none found,About Maine CHNA | Public Health Data | Maine CDC,https://www.maine.gov/dhhs/mecdc/phdata/MaineCHNA/about-Maine-CHNA.shtml,none found,About North Country HealthCare,https://northcountryhealthcare.org/about/leadership/,none found
21,KONA COMMUNITY HOSPITAL,Kona Community Hospital News,https://kch.hhsc.org/news/category/kona-community-hospital-news/,none found,Queen's North Hawaii Community Hospital – The Queen′s Health ...,https://www.queens.org/locations/hospitals/north-hawaii/,none found,Student Loan Forgiveness and Repayment Programs – Kona ...,https://kch.hhsc.org/careers/public-service-loan-forgiveness-program/,none found
22,STRAUB CLINIC AND HOSPITAL,About Us - Leadership - Hawaii Pacific Health,https://www.hawaiipacifichealth.org/about-us/leadership/,none found,Aholoa Lāna'i! - PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733635/,none found,Straub Benioff Medical Center and Straub Clinics - About Us ...,https://www.hawaiipacifichealth.org/straub/about-us/overview/,none found
23,PALI MOMI MEDICAL CENTER,About Us - Leadership - Hawaii Pacific Health,https://www.hawaiipacifichealth.org/about-us/leadership/,none found,Leadership,https://www.hawaiihealthpartners.org/about-hhp/leadership/,"- Matthew Sasaki, Vice President of Hawaii Health Partners
- Walter Schroeder, PharmD, Director of ACO Operations for Hawaii Health Partners",Pali Momi - About Us - Overview,https://www.hawaiipacifichealth.org/pali-momi/about-us/overview/,none found
24,NORTH HAWAII COMMUNITY HOSPITAL,Queen's North Hawaii Community Hospital – The Queen′s Health ...,https://www.queens.org/locations/hospitals/north-hawaii/,none found,Public Health AmeriCorps | AmeriCorps,https://americorps.gov/serve/americorps/americorps-state-national/public-health-americorps,none found,100 community hospital CIOs to know | 2017,https://www.beckershospitalreview.com/lists/100-community-hospital-cios-to-know-2017.html,"Stephanie Forbes, RN. VP of Population Health and CHA Clinics at Community Hospital of Anaconda (Mont.)"
25,KAUAI VETERANS MEMORIAL HOSPITAL,Leadership – Kauai Region: Hawaii Health Systems Corporation,https://kauai.hhsc.org/about-us/leadership/,none found,KAUAI'S COMMUNITY HEALTH NEEDS ASSESSMENT,https://health.hawaii.gov/kauai/files/2013/07/KAUAI-CHNA-July-2013.pdf,none found,Kauai Veterans Memorial Hospital (KVMH) – Kauai Region: Hawaii ...,https://kauai.hhsc.org/facilities/kauai-veterans-memorial-hospital-kvmh/,none found
26,KAU HOSPITAL,Insurance and Billing – Ka'u Hospital,https://www.kauhospital.org/patients-and-visitors/patient-guide/insurance-and-billing/,none found,Contextual Analysis of Stakeholder Opinion on Management and ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418261/,none found,News – Ka'u Hospital,https://www.kauhospital.org/hilo-medical-center-news-and-events/,none found
27,KOHALA HOSPITAL,Kohala Hospital,https://kohala.hhsc.org/,none found,Katherine Campollo - Emergency Room Clerk - Kohala Hospital ...,https://www.linkedin.com/in/katherine-campollo-0a3a96b5,none found,Hamakua-Kohala Health: Home,https://www.hamakua-health.org/,none found
28,MOLOKAI GENERAL HOSPITAL,The Queen′s Health System – Your Lifetime Partner in Health,https://www.queens.org/,none found,Molokai Health Center: Home,https://molokaichc.org/,none found,About Molokai General Hospital – The Queen′s Health System,https://www.queens.org/locations/hospitals/molokai/about/,none found
29,KAHUKU MEDICAL CENTER,About Us | Kahuku Medical Center,https://www.kmc-hi.org/about-us/,none found,"Stroudwater Announces Addition of Healthcare Consultants, Firm ...",https://www.stroudwater.com/stroudwater-associates-announces-addition-healthcare-consultants-firm-leadership-roles/,"Clare Kelley, Consultant, Lan Mai Nguyen, Consultant, Jonathan Pantenburg, Consultant",Kahuku Medical Center: Healthcare Services in O'ahu,https://www.kmc-hi.org/,none found
30,LANAI COMMUNITY HOSPITAL,Lanai Community Hospital | Maui Health,http://www.mauihealth.org/locations/lanai-community-hospital/,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8ab294731b192766 Your IP Click to reveal 98.97.71.125 Performance & security by Cloudflare.",Aholoa Lāna'i! - PMC,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733635/,none found,Maui Health System 2022 Community Health Needs Assessment,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/maui-chna-2022.pdf,none found
31,SAMUEL MAHELONA MEMORIAL HOSPITAL,Leadership – Kauai Region: Hawaii Health Systems Corporation,https://kauai.hhsc.org/about-us/leadership/,none found,NRHA Top 20 Critical Access Hospitals | National Rural Health ...,https://www.ruralhealth.us/about-us/rural-health-awards/top-20-critical-access-hospitals,"Unusual behavior notice: Webpage: 
 This is not a webpage content, but an error message from a web development framework. It's not possible to extract ""main content"" from an error message. 

Here's what the error message means:

* **code:** 500 - This indicates a general server-side error.
* **status:** 50000 - This is a specific error code related to the framework you're using.
* **message:** ""Protocol error (Target.createBrowserContext): Target closed"" - This means that the browser context (a kind of isolated environment for running web pages) was closed unexpectedly. This could be due to a bug in the framework, a problem with the browser, or a network issue.
* **name:** ""TargetCloseError"" - This is the name of the error type.
* **cause:** {""name"":""ProtocolError"",""message"":""""} - This indicates that the error was caused by a protocol error, but there's no further information about the specific error.

To fix this error, you'll need to investigate the cause of the browser context closing. This might involve:

* **Checking your code:** Look for any code that might be closing the browser context prematurely.
* **Updating your framework:** Make sure you're using the latest version of the framework, as it may contain bug fixes.
* **Checking your browser:** Try using a different browser to see if the error persists.
* **Checking your network:** Make sure you have a stable internet connection.

If you can provide more context about the framework you're using and the code you're running, I might be able to give you more specific advice..",KAUAI'S COMMUNITY HEALTH NEEDS ASSESSMENT,https://health.hawaii.gov/kauai/files/2013/07/KAUAI-CHNA-July-2013.pdf,none found
32,HALE HO'OLA HAMAKUA,Hale Ho'ola Hamakua,https://www.halehoolahamakua.org/,none found,Senior Leadership – Hilo Benioff Medical Center,https://www.hbmc.org/about-us/senior-leadership/,none found,Insurance and Billing – Hale Ho'ola Hamakua,https://www.halehoolahamakua.org/patients-and-visitors/patient-guide/insurance-and-billing/,none found
33,KULA HOSPITAL,Johns Hopkins Bloomberg School of Public Health,https://publichealth.jhu.edu/,none found,New Administrator for Kula Hospital and Lānaʻi Community ...,https://mauinow.com/2018/10/29/new-administrator-for-kula-hospital-and-lana%CA%BBi-community-hospital/,"Kerry Pitcher, Administrator","Kula Hospital Appoints New Medical Director, Dr. Kenneth Scott ...",http://www.mauihealth.org/news/releases/kula-hospital-appoints-new-medical-director-dr-kenneth-scott/,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8ab29c718b44ba48 Your IP Click to reveal 98.97.96.160 Performance & security by Cloudflare."
34,ST LUKE'S MAGIC VALLEY RMC,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,"Debbie Kytle, MBA, BSN, RN - St. Luke's Health System",https://www.linkedin.com/in/debbie-kytle-b4908a102,none found,St. Luke's Magic Valley Medical Center,https://www.stlukesonline.org/communities-and-locations/facilities/hospitals-and-medical-centers/st-lukes-magic-valley-medical-center,none found
35,ST JOSEPH REGIONAL MEDICAL CENTER,Leadership at Loyola Medicine | Loyola Medicine,https://www.loyolamedicine.org/about-us/leadership/,"Keith Veselik, MD, Regional Vice President, Population Health","Leadership | St. Joseph's Health Syracuse, New York (NY) Hospitals",https://www.sjhsyr.org/about-us/leadership,"Kristen M Mucitelli, VP Population Health Management",Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,"Cathy Cantor MD, Chief Population Health Officer"
36,ST LUKE'S REGIONAL MEDICAL CENTER,"St. Luke's Leadership | Richard A. Anderson, President & CEO",https://www.slhn.org/about/leadership,"Richard A. Anderson — President & CEO, St. Luke’s University Health Network, 
none found",Executive Leadership Team at Allina Health,https://www.allinahealth.org/about-us/leadership,"Hsieng Su, MD, Senior Vice President, Chief Medical Executive",Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found
37,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,David McFadyen Named President of Saint Alphonsus Regional ...,https://www.saintalphonsus.org/news/david-mcfadyen-named-president-of-saint-alphonsus-regional-medical-center,"David McFadyen, Vice President, Population Health",Leadership Team | Saint Agnes Medical Center,https://www.samc.com/about-us/leadership-team,none found,"Christopher Stock Named Vice President, Saint Alphonsus Health ...",https://www.saintalphonsus.org/news/christopher-stock-named-vice-president-saint-alphonsus-health-system-community-health-and-well-being,"Christopher Stock, Vice President, Community Health and Well-Being, Christopher Stock, Director of Population Health and Quality"
38,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,"Trinity Health Names David McFadyen President and CEO, Trinity ...",https://www.saintalphonsus.org/news/trinity-health-names-david-mcfadyen-president-and-ceo-trinity-health-west-region,"David McFadyen, Vice President, Population Health","Trinity Health appoints new market president, CEO",https://www.beckershospitalreview.com/hospital-executive-moves/trinity-health-appoints-new-market-president-ceo.html,"David McFadyen, President and CEO of Trinity Health, West Region, and previously Vice President of Population Health for St. Luke's Health System in Boise, Idaho.",David McFadyen Named President of Saint Alphonsus Regional ...,https://www.saintalphonsus.org/news/david-mcfadyen-named-president-of-saint-alphonsus-regional-medical-center,"David McFadyen, Vice President, Population Health"
39,WEST VALLEY MEDICAL CENTER,231+ Black healthcare leaders to know | 2024,https://www.beckershospitalreview.com/lists/231-black-leaders-in-healthcare-2024.html,"Deneen Richmond, President of Luminis Health Doctors Community Medical Center for Chief Quality and Population Health Officer for Luminis Health",Holy Cross Hospital - Jordan Valley West | West Valley City ...,https://www.mountain.commonspirit.org/location/holy-cross-hospital-jordan-valley-west,"Christine McSweeney, Chief Executive Officer, Martha Gamble, Chief Nursing Officer, Rebecca Vogel, Chief Medical Officer, Derek Lau, Chief Financial Officer",West Valley names local hospital leader as new chief executive officer,https://westvalleymedctr.com/about/newsroom/west-valley-names-local-hospital-leader-as-new-chief-executive-officer,none found
40,EASTERN IDAHO REGIONAL MEDICAL CENTER,Portneuf Medical Center Appoints Jordan Herget CEO | Portneuf ...,https://www.portneuf.org/portneuf-medical-center-appoints-jordan-herget-ceo,"Matt Maxfield, division president",110 rural hospital and health system CEOs to know | 2024,https://www.beckershospitalreview.com/lists/110-rural-hospital-and-health-system-ceos-to-know-2024.html,none found,Healthcare Administration | Idaho State University,https://www.isu.edu/cob/faculty--staff/faculty/healthcare-administration/,"Ruiling Guo, Professor of Healthcare Administration"
41,MADISON MEMORIAL HOSPITAL,Kevin McEwan — Madison Memorial,https://madisonmemorial.org/kevin-mcewan,none found,UnityPoint Health Leadership,https://www.unitypoint.org/about-unitypoint-health/our-organization/leadership,"Scott Kizer, President & CEO",Milbank Memorial Fund | Using Evidence to Improve Population ...,https://www.milbank.org/,none found
42,PORTNEUF MEDICAL CENTER,Portneuf Medical Center Appoints Jordan Herget CEO | Portneuf ...,https://www.portneuf.org/portneuf-medical-center-appoints-jordan-herget-ceo,"Matt Maxfield, division president",Dr. Sheila Giffen Named Medical Director,https://www.saintalphonsus.org/news/alliance-names-new-leaders,"Dr. Sheila Giffen, Medical Director, Dani Jones, Director of Operations",Ownership and Leadership | Portneuf Medical Center,https://www.portneuf.org/about/ownership-and-leadership,none found
43,KOOTENAI HEALTH,Kootenai Health Leadership,https://www.kh.org/leadership/,none found,Parting Thoughts: Jon Ness CEO of Kootenai Health | Spokane ...,https://www.spokanejournal.com/articles/15583-parting-thoughts-jon-ness-ceo-of-kootenai-health,none found,Kootenai Health Converts Classroom into Patient Care Unit,https://www.kh.org/kootenai-health-converts-classroom-into-patient-care-unit/,none found
44,TREASURE VALLEY HOSPITAL,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,Community Health Needs Assessment Treasure Valley 2023,https://swdh.id.gov/wp-content/uploads/2023/07/GreaterTreasureValleyCHNAReport.pdf,none found,Healthcare - American Values,https://www.boisestate.edu/americanvalues/2021/03/29/healthcare/,none found
45,MOUNTAIN VIEW HOSPITAL,Meet Our Administrative Team | MountainView Hospital,https://mountainview-hospital.com/about/meet-our-administrative-team.dot,"Unusual behavior notice: Webpage: 
 HTTP Status 406 – Not Acceptable Type Status Report Description The target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request, and the server is unwilling to supply a default representation. Apache Tomcat/8.5.32.",Student Leaders in Public Health – Rocky Mountain Public Health ...,https://www.rmphtc.org/student-leaders-in-public-health/,"Jennifer Jewell, DrPH Student",Valley View Hospital,https://www.vvh.org/,none found
46,NORTHWEST SPECIALTY HOSPITAL,Community - Northwest Specialty Hospital,https://www.northwestspecialtyhospital.com/community/,none found,Providers - Northwest Specialty Hospital,https://northwestspecialtyhospital.com/providers/,none found,Family Medicine - Northwest Specialty Hospital,https://www.northwestspecialtyhospital.com/family-medicine/,none found
47,ST LUKE'S NAMPA MEDICAL CENTER,Board Leadership at St. Luke's,https://www.stlukesonline.org/about-st-lukes/leadership,none found,Solved PART II INTERPERSONAL SKILLS CASE STUDY 51. LUKE'S,https://www.chegg.com/homework-help/questions-and-answers/part-ii-interpersonal-skills-case-study-51-luke-s-health-system-transformational-leadershi-q97706100,"David Pate, MD, ID, FACP, FACHE, President and CEO",COVID-19 Data and Reporting - St. Luke's,https://www.stlukesonline.org/health-services/service-groups/covid-resources/covid-data-and-reporting,none found
48,GROVE CREEK MEDICAL CENTER,About Sacred Heart Medical Center at RiverBend | PeaceHealth,https://www.peacehealth.org/hospitals/sacred-heart-medical-center-riverbend/about,"Robin Virgin, MD, Chief Medical Officer, PeaceHealth Medical Group, Oregon Network",SUNY Downstate Health Sciences University,https://www.downstate.edu/index.html,none found,Bingham Healthcare Appoints a New CNO | idahofallsmagazine.com,https://www.idahofallsmagazine.com/2022/09/bingham-healthcare-appoints-a-new,"Holly Davis, RN, BSN, MBA, Chief Nursing Officer"
49,"IDAHO FALLS COMMUNITY HOSPITAL, LLC",Working at Idaho Falls Community Hospital: Employee Reviews ...,https://www.indeed.com/cmp/Idaho-Falls-Community-Hospital/reviews,"Unusual behavior notice: Webpage: 
 Verifying you are human. This may take a few seconds. www.indeed.com needs to review the security of your connection before proceeding..",Leadership - Samaritan Health Services,https://samhealth.org/about-samaritan/our-organization/leadership/,"Julie Osgood, MS, DrPH, Chief Operating Officer, Samaritan Medical Group",Mountain View Hospital: Home,https://www.mountainviewhospital.org/,none found
