,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
10,KENDALL REGIONAL MEDICAL CENTER,Public health prevention and emergency preparedness funding in ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546946/,none found,Kendall Hospital | HCA Florida Kendall Hospital,https://www.hcafloridahealthcare.com/locations/kendall-hospital,none found,Jackson Memorial Hospital | 24/7 Emergency Services in Miami,https://jacksonhealth.org/locations/jackson-memorial-hospital/,none found
11,ADVENTHEALTH DADE CITY,AdventHealth Dade City 2023-2025 Community Health Plan,https://www.adventhealth.com/sites/default/files/assets/adventhealth-dade-city-2023-2025-community-health-plan.pdf,none found,"Apply for VP Home Health Jobs in Orlando, FL | AdventHealth",https://jobs.adventhealth.com/orlando-fl/vp-home-health/C1BD9C53B2794B43970E905A03D2D80B/job/,none found,2020-2022 Community Health Plan,https://www.adventhealth.com/sites/default/files/assets/2020-2022-Community-Health-Plan-Dade-City-FINAL.pdf,none found
12,OCALA REGIONAL MEDICAL CENTER,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found,Medical news in Polk County (November 2019),https://www.theledger.com/story/lifestyle/health-fitness/2019/11/26/medical-news-in-polk-county-november-2019/2206036007/,"Caroline Gay, chief population health officer and chief analytics officer",Webster Presents National Award to Ocala-Based Heart of Florida ...,https://webster.house.gov/2022/1/presents-national-award-to-ocala-based-heart-of-florida-health-center,none found
13,BLAKE MEDICAL CENTER,About Us | HCA Florida Blake Hospital,https://www.hcafloridahealthcare.com/locations/blake-hospital/about-us,none found,Hospital Leadership,https://www.orlandohealth.com/about-us/leadership,none found,Blake Hospital | HCA Florida Blake Hospital,https://www.hcafloridahealthcare.com/locations/blake-hospital,none found
14,STEWARD SEBASTIAN RIVER MEDICAL CENTER,Sebastian FL - Learn About Sebastian River Medical Center,https://www.sebastianrivermedical.org/about-us,none found,Bradley Guffin - Population Health Applications - STEWARD ...,https://www.linkedin.com/in/bradley-guffin-753346144,none found,Steward Health Care Adds Joe Deschryver As South Regional ...,https://www.sebastianrivermedical.org/domain-specific/720191/newsroom/2021-06-21/steward-health-care-adds-joe-deschryver-south-regional-president,none found
15,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,Lee Health 2020 Community Health Needs Assessment 2020-2023 ...,https://www.leehealth.org/about-us/community-affairs/community-health-needs-assessment/2020-2023-implementation-strategy,none found,Pharmacy Residency Postgraduate Year One (PGY-1) - Lee Health,https://jobs.leehealth.org/pharmacy-residency-postgraduate-year-one-pgy-1.html,none found,Awards & Recognition | Lee Health,https://www.leehealth.org/about-us/why-choose-us/awards-recognition,"Unusual behavior notice: Webpage: 
 A timeout occurred Error code 524 Visit cloudflare.com for more information. 2024-07-26 16:02:24 UTC You Browser Working Chicago Cloudflare Working r.jina.ai Host Error What happened? The origin web server timed out responding to this request. What can I do? If you're a visitor of this website: Please try again in a few minutes. If you're the owner of this website: The connection to the origin web server was made, but the origin web server timed out before responding. The likely cause is an overloaded background task, database or application, stressing the resources on your web server. To resolve, please work with your hosting provider or web development team to free up resources for your database or overloaded application. Additional troubleshooting information here. Cloudflare Ray ID: 8a959ab46ea5024e Performance & security by Cloudflare."
16,FORT WALTON BEACH MEDICAL CENTER,About Us | HCA Florida Fort Walton-Destin Hospital,https://www.hcafloridahealthcare.com/locations/fort-walton-destin-hospital/about-us,none found,"On Florida's Emerald Coast, Progressive Chronic Care Management ...",https://www.hcinnovationgroup.com/population-health-management/care-management/article/53060139/on-floridas-emerald-coast-progressive-chronic-care-management-breaks-through,"Vergil Brown, M.D., Medical Director
Mark Wiacek, COO",Education division news - University of Mississippi Medical Center,https://www.umc.edu/SoPH/newsletters/20231/Summer%202022/articles/residency-program-news.html,none found
17,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Duke Department of Population Health Sciences,https://populationhealth.duke.edu/,none found,Temple Center for Population Health | Temple Health,https://www.templehealth.org/services/population-health,"Steven R. Carson, MHA, BSN, RN, Senior Vice President of Population Health",UW School of Medicine and Public Health - School of Medicine and ...,https://www.med.wisc.edu/,none found
18,ORANGE PARK MEDICAL CENTER,Leadership | HCA Florida Orange Park Hospital,https://www.hcafloridahealthcare.com/locations/orange-park-hospital/about-us/leadership,none found,Dean's Council - UNF,https://www.unf.edu/brooks/about/deans-council.html,"Paul C. Sapia, MHA, Chief Population Health Officer | Telescope Health",Family Medicine Residency Program | HCA Florida Orange Park ...,https://hcahealthcaregme.com/locations/hca-florida-orange-park-hospital/family-medicine-residency/,none found
19,WESTSIDE REGIONAL MEDICAL CENTER,Westside Regional MC anesthesiology chief joins UMMC faculty ...,https://www.umc.edu/news/Miscellaneous/2021/May/May-3-2021/Newfaculty.html,none found,Westside Hospital | HCA Florida Westside Hospital,https://www.hcafloridahealthcare.com/locations/westside-hospital,none found,Our Leadership | Arrowhead Regional Medical Center,https://www.arrowheadregional.org/about-us/our-leadership/,"Samantha Huang, Associate Hospital Administrator Population Health"
20,MEMORIAL HOSPITAL PEMBROKE,About,https://www.mhs.net/about,none found,From Housekeeping to Head Man of a $2B Health System ...,https://www.healthleadersmedia.com/strategy/housekeeping-head-man-2b-health-system,none found,Careers,https://www.mhs.net/careers,none found
21,WEST FLORIDA HOSPITAL,Hospital Leadership,https://www.orlandohealth.com/about-us/leadership,none found,UF Health Leadership - About UF Health - UF Health,https://ufhealth.org/about-uf-health/uf-health-leadership,none found,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found
22,PUTNAM COMMUNITY MEDICAL CENTER,Leadership | Department of Public Health & Environment,https://cdphe.colorado.gov/about-cdphe/leadership,none found,"Department of Health - Putnam County, New York",https://www.putnamcountyny.com/health,"Michael J. Nesheiwat, MD, Commissioner of Health",About Us | Nuvance Health,https://www.nuvancehealth.org/about-us,none found
23,FAWCETT MEMORIAL HOSPITAL,The Essentials: Core Competencies for Professional Nursing ...,https://www.aacnnursing.org/Portals/0/PDFs/Publications/Essentials-2021.pdf,"3. Population Health 

Descriptor: Population health spans the healthcare delivery continuum from public health prevention to disease management of populations and describes collaborative activities with both traditional and non-traditional partnerships from affected communities, public health, industry, academia, health care, local government entities, and others for the improvement of equitable population health outcomes.",About us | HCA Florida Fawcett Hospital,https://www.hcafloridahealthcare.com/locations/fawcett-hospital/about-us,none found,Johns Hopkins Health System Fiscal Year 2019 Community Benefits ...,https://www.hopkinsmedicine.org/-/media/migration/all-childrens-hospital/documents/community/jhach-fy-2019-hospital-community-benefit-narrative_final.pdf,none found
24,NORTHSIDE HOSPITAL,About | Northside Hospital,https://www.northside.com/about,none found,Northside Hospital: Home,http://www.northside.com/,"Unusual behavior notice: Webpage: 
 Sorry you have been blocked You are unable to access jina.ai This website is using a security service to protect itself from online attacks The action you just performed triggered the security solution There are several actions that could trigger this block including submitting a certain word or phrase a SQL command or malformed data You can email the site owner to let them know you were blocked Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page Cloudflare Ray ID 8a95a74f5dce6354 Performance security by Cloudflare.",COMMUNITY BENEFIT REPORT,https://www.northside.com/docs/default-source/default-document-library/community_benefit_report_2022.pdf,none found
25,GULF COAST REGIONAL MEDICAL CENTER,"Healthcare's ever-changing landscape requires leadership, vision ...",https://www.ochsner.org/ochsner-health-network/about/leadership,"Philip Oravetz MD MPH MBA, Chief Population Health Officer",Office of the Provost,https://www.utmb.edu/provost/home,"Charles P. Mouton, MD, MS, MBA, Executive Vice President, Provost and Dean, John Sealy School of Medicine",Leadership | HCA Florida Gulf Coast Hospital,https://www.hcafloridahealthcare.com/locations/gulf-coast-hospital/about-us/leadership,none found
26,BRANDON REGIONAL HOSPITAL,Public Health > About > Leadership,https://publichealth.harriscountytx.gov/About/Leadership,none found,"Brandon Grimm, PhD, MPH - University of Nebraska Medical Center",https://www.unmc.edu/publichealth/about/administration-management/brandon-grimm.html,none found,Brandon Burket,https://www.orlandohealth.com/about-us/leadership/brandon-burket,"Brandon Burket, Vice President, Value-Based Care and Population Health"
27,CAPE CORAL HOSPITAL,Postgraduate Year One (PGY-1) – Cape Coral Hospital - Lee Health,https://jobs.leehealth.org/postgraduate-year-one-pgy-1-cape-coral-hospital.html,none found,Our Leadership | About Us | Lee Health,https://www.leehealth.org/about-us/our-leadership,none found,"Leadership Jobs in Fort Myers FL in Fort Myers, FL | Lee Health ...",https://jobs.leehealth.org/jobs/leadership/,none found
28,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,Leadership | Physicians Regional Healthcare System | Southwest ...,https://www.physiciansregional.com/leadership,none found,Leadership | Mission Health,https://www.missionhealth.org/about-us/leadership,none found,About Us | HCA Florida Lawnwood Hospital,https://www.hcafloridahealthcare.com/locations/lawnwood-hospital/about-us,none found
29,LARGO MEDICAL CENTER,UMMC Leadership | University of Maryland Medical Center,https://www.umms.org/ummc/about/leadership,none found,Johns Hopkins Health System Fiscal Year 2019 Community Benefits ...,https://www.hopkinsmedicine.org/-/media/migration/all-childrens-hospital/documents/community/jhach-fy-2019-hospital-community-benefit-narrative_final.pdf,none found,Gallup Indian Medical Center | Healthcare Facilities,https://www.ihs.gov/navajo/healthcarefacilities/gallup/,none found
30,BAYFRONT HEALTH SEVEN RIVERS,"TGH North (Formerly Bravera Health) | Brooksville, Spring Hill ...",https://www.tghnorth.org/,none found,Amy McLaughlin - Business Specialist II (BEX) - Duke Energy ...,https://www.linkedin.com/in/design827,none found,Exploring Health and Equity in Philadelphia: Perspectives from the ...,https://urbanland.uli.org/resilience-and-sustainability/exploring-health-and-equity-in-philadelphia-perspectives-from-the-uli-health-leaders-network-introducing-cohort-7,none found
31,RAULERSON HOSPITAL,About Us | HCA Florida Raulerson Hospital,https://www.hcafloridahealthcare.com/locations/raulerson-hospital/about-us,none found,Tampa General Hospital Executive Biographies,https://www.tgh.org/about-tgh/tampa-general-hospital-leadership/tampa-general-hospital-executive-biographies,none found,HCA Florida Raulerson Hospital named Business of the Year | HCA ...,https://www.hcafloridahealthcare.com/about-us/newsroom/hca-florida-raulerson-hospital-named-business-of-the-year,none found
32,JUPITER MEDICAL CENTER,2022 Community Health Needs Assessment,https://www.jupitermed.com/documents/JMC-2022-CHNA-9.7.22.FINALpdf.pdf,none found,Tampa General Hospital Executive Biographies,https://www.tgh.org/about-tgh/tampa-general-hospital-leadership/tampa-general-hospital-executive-biographies,none found,Community Health Needs Assessment,https://www.jupitermed.com/documents/JMC-CHNA-FINAL-9-17-19.1).pdf,none found
33,CAPITAL REGIONAL MEDICAL CENTER,University of Maryland Medical System Assumes Ownership of ...,https://www.umms.org/capital/news/2017/umms-assumes-ownership-of-dimensions-healthcare-system,"Neil J. Moore, President and Chief Executive Officer, University of Maryland Capital Region Health",IHANY Joins Venture to Focus on Population Health - St. Peter's ...,https://news.sphp.com/news/ihany-joins-venture-to-focus-on-population-health/,"- Paul Fiacco, M.D., Concordia vice-chair and president of CNY Accountable Integrated Medicine
- Robert M. McCann, M.D., chair of the 10-member Concordia Healthcare Network board, CEO of Accountable Health Partners and Chief of Medicine at Highland Hospital",UM Capital Region Health Leadership,https://www.umms.org/capital/about/leadership,none found
34,REGIONAL MEDICAL CENTER BAYONET POINT,Leadership | HCA Florida Bayonet Point Hospital,https://www.hcafloridahealthcare.com/locations/bayonet-point-hospital/about-us/leadership,none found,Ophthalmology Residency Program | HCA Florida Bayonet Point ...,https://hcahealthcaregme.com/locations/hca-florida-bayonet-point-hospital/ophthalmology-residency/,"Unusual behavior notice: Webpage: 
 HTTP Status 406 Not Acceptable The target resource does not have a current representation that would be acceptable to the user agent according to the proactive negotiation header fields received in the request and the server is unwilling to supply a default representation Apache Tomcat 8.5.32.",Johns Hopkins Health System Fiscal Year 2019 Community Benefits ...,https://www.hopkinsmedicine.org/-/media/migration/all-childrens-hospital/documents/community/jhach-fy-2019-hospital-community-benefit-narrative_final.pdf,none found
35,DELRAY MEDICAL CENTER,Florida Department of Health in Palm Beach County Delray Beach ...,https://palmbeach.floridahealth.gov/locations/delray-beach.html,"Unable to generate because of Timeout of 600.0s exceeded, last exception: 503 failed to connect to all addresses; last error: UNAVAILABLE: ipv4:172.217.0.170:443: No route to host",Hospital group aims to represent population they serve with diverse ...,https://www.wptv.com/news/national/two-americas/hospital-group-aims-to-represent-population-they-serve-with-diverse-female-leadership,"Unable to generate because of Timeout of 600.0s exceeded, last exception: 503 failed to connect to all addresses; last error: UNAVAILABLE: ipv4:172.217.0.170:443: No route to host",Profiles in Leadership - Delray Medical Center - Daniel Listi - CEO ...,https://southfloridahospitalnews.com/profiles-in-leadership-delray-medical-center-daniel-listi-ceo/,"Unable to generate because of Timeout of 600.0s exceeded, last exception: 503 failed to connect to all addresses; last error: UNAVAILABLE: ipv4:172.217.0.170:443: No route to host"
36,SOUTH BAY HOSPITAL,2022 Community Health Needs Assessments (CHNA).,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/south-bay-chna-2022.pdf,none found,Health leaders worried as COVID cases surge in the South Bay ...,https://www.nbcbayarea.com/news/local/covid-cases-surge-south-bay/3414413/,none found,PGY1 Pharmacy - South Bay - Kaiser Permanente Pharmacy ...,https://pharmacyresidency.kaiserpermanente.org/job/pgy1-pharmacy-practice-south-bay/,none found
37,ST LUCIE MEDICAL CENTER,Competencies and Curricular Expectations for Clinical Nurse Leader,https://www.aacnnursing.org/portals/0/PDFs/CNL/CNL-Competencies-October-2013.pdf,none found,Family Medicine Residency Program | HCA Florida St. Lucie Hospital,https://hcahealthcaregme.com/locations/hca-florida-st-lucie-hospital/family-medicine-residency/,none found,Leadership | HCA Florida St. Lucie Hospital,https://www.hcafloridahealthcare.com/locations/st-lucie-hospital/about-us/leadership,none found
38,OAK HILL HOSPITAL,Leadership | HCA Florida Oak Hill Hospital,https://www.hcafloridahealthcare.com/locations/oak-hill-hospital/about-us/leadership,none found,HCA Florida Oak Hill Hospital,https://careers.hcahealthcare.com/pages/hca-florida-oak-hill-hospital,"Unusual behavior notice: Webpage: 
 This webpage doesn't contain any main content. It's a security check page that appears before you can access the actual content of the careers page..",Advocate Health Names Executive Leadership Team,https://atriumhealth.org/about-us/newsroom/news/2022/12/advocate-health-names-executive-leadership-team,"- Don Calcagno, SVP, Chief Population Health Officer
- Terry G. Williams, DrPH candidate, MBA, SVP, Chief Population Health Officer"
39,MEASE COUNTRYSIDE HOSPITAL,Hospital Leadership at Mease Countryside Hospital,https://baycare.org/locations/hospitals/mease-countryside-hospital/about-us/hospital-leadership,none found,Mease Countryside Hospital - Implementation Plan,https://www.baycare.org/-/media/project/baycare/consumer-portal/hospital-pages/pdfs/mch/mease-countryside-hospital-implementation-plan-for-public-viewing.pdf?la=en&hash=E3374C687F9B7142CCFC196E45177BCB,"Unusual behavior notice: Webpage: 
 AssertionFailureError Failed to goto https www baycare org media project baycare consumer portal hospital pages pdfs mch mease countryside hospital implementation plan for public viewing pdf la en hash E3374C687F9B7142CCFC196E45177BCB Error net ERR ABORTED at https www baycare org media project baycare consumer portal hospital pages pdfs mch mease countryside hospital implementation plan for public viewing pdf la en hash E3374C687F9B7142CCFC196E45177BCB.",BayCare Leadership,https://baycare.org/about-us/baycare-leadership,none found
40,GULF BREEZE HOSPITAL,Leadership | HCA Florida Gulf Coast Hospital,https://www.hcafloridahealthcare.com/locations/gulf-coast-hospital/about-us/leadership,none found,Escambia - Santa Rosa Community Health Needs Assessment - 2019,https://escambia.floridahealth.gov/programs-and-services/community-health-status/_documents/chna-19-digital.pdf,"Unusual behavior notice: Webpage: 
 A timeout occurred Error code 524 Visit cloudflare.com for more information. 2024-07-26 16:39:55 UTC You Browser Working Chicago Cloudflare Working r.jina.ai Host Error What happened? The origin web server timed out responding to this request. What can I do? If you're a visitor of this website: Please try again in a few minutes. If you're the owner of this website: The connection to the origin web server was made, but the origin web server timed out before responding. The likely cause is an overloaded background task, database or application, stressing the resources on your web server. To resolve, please work with your hosting provider or web development team to free up resources for your database or overloaded application. Additional troubleshooting information here. Cloudflare Ray ID: 8a95d1ad1fa32a9c Performance & security by Cloudflare.",Master of Health Science - FGCU,https://www.fgcu.edu/mariebcollege/healthsciences/healthscience-ms,none found
41,ENGLEWOOD COMMUNITY HOSPITAL,About Englewood Health - Englewood Health,https://www.englewoodhealth.org/about-englewood-health,none found,Johns Hopkins Health System Fiscal Year 2019 Community Benefits ...,https://www.hopkinsmedicine.org/-/media/migration/all-childrens-hospital/documents/community/jhach-fy-2019-hospital-community-benefit-narrative_final.pdf,none found,Englewood Health Appoints Three New Executive Leaders ...,https://www.englewoodhealth.org/englewood-health-appoints-three-new-executive-leaders,"Jamie Ketas, vice president of population health, Marcello Guarneri, vice president of finance"
42,WEST BOCA MEDICAL CENTER,Boca Raton Regional Hospital | Hospital in Boca Raton,https://www.brrh.com/,none found,Steward Health Care Adds Joe Deschryver As South Regional ...,https://www.glenwoodregional.org/domain-specific/720191/newsroom/2021-06-21/steward-health-care-adds-joe-deschryver-south-regional-president,none found,Lee Health Welcomes New Mental and Behavioral Health Leader ...,https://southfloridahospitalnews.com/lee-health-welcomes-new-mental-and-behavioral-health-leader-harvard-medical-school-instructor-paul-simeone-ph-d-joins-lee-health-as-vice-president-of-mental-and-behavioral-health/,"John Chomeau, Chief Population Health Officer"
43,PALMS WEST HOSPITAL,About Us | HCA Florida Palms West Hospital,https://www.hcafloridahealthcare.com/locations/palms-west-hospital/about-us,none found,HCA Florida Palms West Hospital,https://careers.hcahealthcare.com/pages/hca-florida-palms-west-hospital,none found,HCA Florida Palms West Hospital,https://www.hcafloridahealthcare.com/locations/palms-west-hospital,none found
44,H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE I,Moffitt Study Highlights Urgent Need to Address Impact of Extreme ...,https://www.moffitt.org/newsroom/news-releases/moffitt-study-highlights-urgent-need-to-address-impact-of-extreme-weather-events-on-cancer-survivorship/,"Lisa Gudenkauf, Ph.D., M.P.H., Research Scientist, Department of Health Outcomes and Behavior, Brian Gonzalez, Ph.D., Associate Center Director of Research Diversity and Workforce Development",ELAM and ELH Programs Name 2024-2025 Class of Fellows ...,https://drexel.edu/medicine/news-events/news-archive/2024/may/elam-elh-programs-name-2024-2025-classes-of-fellows/,"Debbie M Cheng ScD, Professor of Biostatistics, Director BU School of Public Health Population Health Data Science Program, Chair BU School of Public Health Appointments & Promotions Committee, Director Population Health Data Science Program, Boston University School of Public Health",Executive Leadership | Moffitt | Moffitt,https://www.moffitt.org/about-moffitt/executive-leadership/,none found
45,WELLINGTON REGIONAL MEDICAL CENTER LLC,"Welcome to Wellington Regional Medical Center | Wellington, FL",https://www.wellingtonregional.com/,"Unusual behavior notice: Webpage: 
 The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation..",Maryland Chapter Board of Directors | HIMSS,https://maryland.himss.org/about/maryland-chapter-board-directors,"- Ravi Singh, President, Governance Committee Chair, Finance Committee Member
- Jennifer Baron, MSN, RN, President Elect, Events Committee Chair, Annual Conference & Golf Event Co-Chair
- Anna E. Schoenbaum, DNP, MS, RN, NI-BC, FHIMSS, Secretary
- Cindy Carson, Communications Committee Chair
- Kathryn Whitmore, CEO & Founder, STS Consulting Group, LLC, Member & Events and Advocacy Committee Co-Chair",Phone Directory | Wellington Regional Medical Center,https://www.wellingtonregional.com/patients-visitors/phone-directory,"Unusual behavior notice: Webpage: 
 The request could not be satisfied. Request blocked. We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner. If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation.."
46,BROWARD HEALTH CORAL SPRINGS,Who We Are | Broward Health,https://www.browardhealth.org/who-we-are,none found,Corporate Pharmacy Administration and Leadership Residency ...,https://gme.browardhealth.org/program-category/pharmacy/program/pharmacy-administration-and-leadership,none found,Broward Health Welcomes New Leader To Executive Team,https://www.browardhealth.org/news/news-articles/032624-broward-health-welcomes-new-leader-to-executive-team,"Melida Akiti, Corporate Transformation Executive"
47,DOUGLAS GARDENS HOSPITAL,douglas gardens hospital at miami jewish health systems fy2013 ...,https://www.miamijewishhealth.org/wp-content/uploads/2019/10/Community-Health-Needs-Assessment-2013.pdf,none found,Office of the Executive Vice President - HSC Leaders,https://hsc.unm.edu/leadership/evp.html,"Douglas Ziedonis, MD, MPH, Executive Vice President for Health Sciences, CEO, UNM Health System, Jessica Santana-Price, Executive Administrative Assistant to the Executive Vice President for Health Sciences, CEO, UNM Health System",NYC Health + Hospitals - public health care system in the US,https://www.nychealthandhospitals.org/,none found
48,MEMORIAL HOSPITAL WEST,About,https://www.mhs.net/about,none found,UnityPoint Health Leadership,https://www.unitypoint.org/about-unitypoint-health/our-organization/leadership,"Scott Kizer, President CEO",Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,none found
49,WESTCHESTER GENERAL HOSPITAL,Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,none found,"Department of Health, Executive Leadership Team",https://www.health.ny.gov/commissioner/cabinet_staff/,none found,West Chester Hospital,https://www.uchealth.com/en/locations/west-chester-hospital,none found
50,MEMORIAL HOSPITAL MIRAMAR,About,https://www.mhs.net/about,none found,From Housekeeping to Head Man of a $2B Health System ...,https://www.healthleadersmedia.com/strategy/housekeeping-head-man-2b-health-system,none found,Careers,https://www.mhs.net/careers,none found
51,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Leadership | Physicians Regional Healthcare System | Southwest ...,https://www.physiciansregional.com/leadership,none found,Physicians Regional Healthcare System and HOPCo Agree to ...,https://hopco.com/physicians-regional-healthcare-system-and-hopco-florida/,none found,Karl Leistikow to Join the Leadership Team at Physicians Regional ...,https://www.physiciansregional.com/news-room/karl-leistikow-to-join-the-leadership-team-at-phys-20251,none found
52,GOOD SAMARITAN MEDICAL CENTER,Our leadership team | Good Samaritan Hospital,https://goodsamsanjose.com/about/our-leadership-team.dot,"Unusual behavior notice: Webpage: 
 HTTP Status 406 – Not Acceptable Type Status Report Description The target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request, and the server is unwilling to supply a default representation. Apache Tomcat/8.5.32.",Executive Leadership - MultiCare,https://www.multicare.org/about/leadership/,"James Lee, Executive Vice President, Population-based Care & Chief Financial Officer",Leadership - Samaritan Health Services,https://samhealth.org/about-samaritan/our-organization/leadership/,"Julie Osgood, MS, DrPH, Chief Operating Officer, Samaritan Medical Group"
