,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
10,DALE MEDICAL CENTER,Presbyterian Healthcare Services Leadership | Presbyterian ...,https://www.phs.org/community/legacy-of-caring/leadership/phs,"Jason Mitchell MD, senior vice president chief medical and clinical transformation officer 
",Department of Health Administration & Policy,https://publichealth.ouhsc.edu/Departments-Centers/Health-Administration-Policy,"unusual behavior notice 
",Preventing Chronic Disease: Editorial Board - CDC,https://www.cdc.gov/pcd/about_the_journal/editorial_board.htm,"none found 
"
11,FLOYD CHEROKEE MEDICAL CENTER,Atrium Health Floyd Cherokee Medical Center Community Benefits ...,https://www.floyd.org/about-floyd/Documents/2023CommunityBenefitReportFCMCI.pdf,"none found 
",Healthy North Carolina 2030 - NCIOM,https://nciom.org/healthy-north-carolina-2030/,"unusual behavior notice 
",COMMUNITY HEALTH NEEDS ASSESSMENT,https://www.floyd.org/about-floyd/Documents/2021-CHNA-Floyd-final.pdf,"none found 
"
12,BAPTIST MEDICAL CENTER SOUTH,Leadership | Atrium Health Wake Forest Baptist,https://www.wakehealth.edu/about-us/leadership,"Jennifer Houlihan, MSP, MA, Vice President, Value-Based Care and Population Health 
Richard Lord, MD, MA, Vice President, Primary Care and Population Health, Chair, Family and Community Medicine 
",Our Leadership | Baptist Health Montgomery,https://www.baptistfirst.org/about-us/our-leadership,"unusual behavior notice 
",Combined PGY1/PGY2 Corporate Pharmacy Administration and ...,https://baptisthealth.net/academics/residencies-and-fellowships/pharmacy/combined-pgy1-and-pgy2-pharmacy-residency-programs/combined-pgy1-and-pgy2-corporate-pharmacy-administration-and-leadership-residency-program,"none found 
"
13,JACKSON HOSPITAL & CLINIC INC,Jackson Memorial Hospital | 24/7 Emergency Services in Miami,https://jacksonhealth.org/locations/jackson-memorial-hospital/,"unusual behavior notice 
",Jackson Health System Community Health Needs Assessment 2015,https://storage.googleapis.com/jackson-library/reports/2015-chna-report.pdf,"none found 
",Executive Team | Jackson Health System,https://jacksonhealth.org/administrative/executive-team/,"Barbara Fonte, VP Population Health 
"
14,EAST ALABAMA MEDICAL CENTER,East Alabama Medical Center highlights need for emergency ...,https://www.aha.org/news/insights-and-analysis/2019-04-25-east-alabama-medical-center-highlights-need-emergency,"none found 
",Auburn University Rural Health Initiative | Outreach at Auburn ...,https://www.auburn.edu/outreach/ruralhealth/,"none found 
",Executive Leadership - Tanner Health System,https://www.tanner.org/about-us/executive-leadership,"Clint Hoffman, MBA FACHE, Senior Vice President Tanner Medical Group 
"
15,UNIVERSITY OF ALABAMA HOSPITAL,College of Community Health Sciences – | The University of Alabama,https://cchs.ua.edu/,"none found 
",Executive Doctor of Science (DSc) in Healthcare Leadership - SHP ...,https://www.uab.edu/shp/hsa/graduate/executive-dsc,"Leandra Celaya, MSc, Assistant Professor and Director of Operations, Executive Doctor of Science (DSc) in Healthcare Leadership Program 
",Building a New Generation of Public Health Leaders Forged in a ...,https://ajph.aphapublications.org/doi/10.2105/AJPH.2024.307633,"none found 
"
16,COMMUNITY HOSPITAL INC,Community Health as a Strategic Asset for Redesigning Care ...,https://www.aha.org/news/healthcareinnovation-blog/2023-06-12-community-health-strategic-asset-redesigning-care-delivery-and-accelerating-health,"unusual behavior notice 
",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health 
",Meet Our Leaders | Board of Directors | Executive Team,https://www.mlkch.org/our-leaders,"none found 
"
17,CULLMAN REGIONAL MEDICAL CENTER,Cullman Regional names new Chief Marketing Officer,https://cullmanregional.com/cullman-regional-names-new-chief-marketing-officer/,"none found 
",Cullman Regional Medical Center expanding facilities | WHNT.com,https://whnt.com/news/alabama-news/cullman-regional-medical-center-expanding-facilities/,"unusual behavior notice 
",Leadership | Cullman Regional Medical Center,https://cullmanregional.com/about/leadership/,"none found 
"
18,ANDALUSIA HEALTH,Andalusia Health,https://www.andalusiahealth.com/,"none found 
",Andalusia Health Egypt on LinkedIn: #africaexcon ...,https://www.linkedin.com/posts/andalusiahealthegypt_africaexcon-africahealthexcon-andalusia-activity-7072168622562918400-vk92,"none found 
",DAISY Award | Honoring Extraordinary Nurses,https://www.andalusiahealth.com/Daisy,"none found 
"
19,STRINGFELLOW MEMORIAL HOSPITAL,"Leadership - United Regional Health Care System - Wichita Falls, TX",https://unitedregional.org/about-united-regional/leadership/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,The Root Causes of Health Inequity - Communities in Action - NCBI ...,https://www.ncbi.nlm.nih.gov/books/NBK425845/,"unusual behavior notice 
",Leadership | VA Northern Indiana Health Care | Veterans Affairs,https://www.va.gov/northern-indiana-health-care/about-us/leadership/,"none found 
"
20,HUNTSVILLE HOSPITAL,"Leadership at Huntsville Hospital of Huntsville - Madison County, AL",https://www.huntsvillehospital.org/hospital-leadership,"none found 
",2024 DELPH Cohort | ASTHO,https://www.astho.org/topic/leadership-and-workforce-development/delph/about/cohort-4/,"none found 
",Huntsville Hospital Health System and Physicians in Madison ...,https://www.huntsvillehospital.org/about,"none found 
"
21,GADSDEN REGIONAL MEDICAL CENTER,"Gadsden Regional Medical Center | Gadsden, AL",https://www.gadsdenregional.com/,"none found 
",Leadership | Florida Department of Health,https://www.floridahealth.gov/about/ssg/leadership/index.html,"unusual behavior notice 
",The Wound Healing Center at Gadsden Regional Medical Center ...,https://www.gadsdenregional.com/news-room/the-wound-healing-center-at-gadsden-regional-medic-12757,"none found 
"
22,MARION REGIONAL MEDICAL CENTER,Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health 
",Leadership | OhioHealth,https://www.ohiohealth.com/about-us/leadership,"unusual behavior notice 
","Froedtert ThedaCare Health, Inc., Executive Leadership",https://www.froedtert.com/about/executive-leadership,"Imran Andrabi MD FAAFM, President and CEO
Ian Schwartz MD, Chief Clinical Officer 
none found 
"
23,FAYETTE MEDICAL CENTER,Derek Novak is one of Becker's Hospital Review's population health ...,https://www.mercyone.org/about-us/news-events/derek-novak-is-one-of-beckers-hospital-reviews-population-health-leaders-to-know,"unusual behavior notice 
",58 population health executives to know | 2022,https://www.beckershospitalreview.com/lists/58-population-health-executives-to-know-2022.html,"Parag Agnihotri, MD. Chief Medical Officer of Population Health Services at UCSD Health (San Diego)., Daphne Bascom, MD, PhD. Vice President of Population Health at Saint Luke's Health System (Kansas City, Mo.)., Scott Berkowitz, MD. Chief Population Health Officer and Vice President of Population Health at Johns Hopkins Medicine (Baltimore)., Marilu Bintz, MD. Senior Vice President of Health Population and Strategy at Gunderson Health System (La Crosse, Wis.)., Tangerine Brigham. Chief Administrative Officer, Population Health, at Alameda (Calif.) Health System., Marta Brito Perez. Senior Vice President of Population Health and Post Acute Care Services at Adventist HealthCare (Gaithersburg, Md.)., Mallory Callahan. Director of Population Health Management and Innovation for Nebraska Health Network (Omaha)., Chuck Callahan, DO. Vice President of Population Health for the University of Maryland Medical Center (Baltimore)., Steven Carson, BSN, RN. Senior Vice President, Population Health, Temple University Health System (Philadelphia)., Sang-ick Chang, MD. Division Chief of Primary Care and Population Health of Stanford (Calif.) Medicine., Nichola Davis, MD. Vice President, Chief Population Health Officer  for NYC Health+Hospitals., Desiree de la Torre. Director of Community Affairs and Population Health Improvement of Children's National (Washington, D.C.)., Dan Edelman, DO. Chief Medical Information Officer, Florida Region, and Chief Population Health Officer of Cleveland Clinic (Weston, Fla.)., Kristine Fay. Chief Officer of Population Health and Physician Services at Lee Health (Fort Myers, Fla.)., Rob Fields, MD. Executive Vice President and Chief Population Health Officer of Mount Sinai Health System (New York)., Don Franke. CEO of Amita Health Care Networks and Senior Vice President of Population Health at Amita Health (Arlington Heights, Ill.)., Kristene Grayem, MSN. Chief Population Health Officer and Executive Director of Akron (Ohio) Children's Health Collaborative., Reshma Gupta, MD. Chief of Population Health and Accountable Care at the University of California, Davis., Patrick Hammond, MHA. Chief Market Services Officer and Chief Innovations and Population Health Officer, Emory Healthcare; CEO, Emory Healthcare Network (Atlanta)., Terri Hanlon-Bremer, MSN, RN. Senior Vice President of Employer Solutions and Population Health at TriHealth (Cincinnati)., Carrie Harris-Muller. Senior Vice President and Chief Population Health Officer at OhioHealth (Columbus)., Susan Hawkins. Senior Vice President of Population Health at Henry Ford Health System (Detroit)., Ethan Helm, MD. Vice Chancellor of Population Health for Rutgers Biomedical and Health Sciences and Deputy Chief Population Health Officer at RWJBarnabas Health (West Orange, N.J.)., Jennifer Houlihan. Vice President of Value-Based Care and Population Health at Atrium Health Wake Forest Baptist (Winston-Salem, N.C.)., Jonathan Jaffery, MD. Chief Population Health Officer at UW Health (Madison, Wis.)., Bill Johnjulio, MD. Chief Population Health Officer of Allegheny Health Network (Pittsburgh)., Lindsay Jubelt, MD. Chief Population Health Officer of Mass General Brigham (Boston)., Anthony Keck. Executive Vice President for System Innovation and Chief Population Health Officer at Ballad Health (Johnson City, Tenn.)., Meaghan Kim, BSN, RN. Director of Population Health at Temple University Health System (Philadelphia)., Rhonda Medows, MD. President of Population Health Management at Providence (Renton, Wash.)., Adam Myers, MD. Chief of Population Health at Cleveland Clinic and Chair of Cleveland Clinic Community Care., Tina Mycroft. CFO of EvergreenHealth Kirkland (Wash.)., David Nash, MD. Founding Dean Emeritus at Jefferson College of Population Health (Philadelphia)., Carrie Nelson, MD. Senior Vice President and Chief Medical Officer, Population Health and Health Outcomes at Advocate Aurora Health (Milwaukee, Wis., and Downers Grove, Ill.)., Susan Neves. CFO of Hill Country Memorial Hospital (Fredericksburg, Texas)., Judi Nightingale, DrPH, RN. Director of Population Health at Riverside University Health System (Moreno Valley, Calif.)., Derek Novak. President of the Population Health Services Organization at MercyOne (Des Moines, Iowa)., Kara Odom Walker, MD. Chief Population Health Officer at Nemours Children's Health (Melbourne, Fla.)., Dawn O'Neill. Vice President of Population Health at St. Agnes Hospital (Baltimore)., Philip Oravetz, MD. Chief Population Health Officer at Ochsner Health (New Orleans)., Andrew Ozmun. Finance Director of Riverton (Utah) and Alta View Hospital (Sandy, Utah)., Ami Parekh, MD. Chief Medical Officer for Population Health and Clinical Integration at University of California San Francisco Health., James Parr. Executive Vice President of Operations and CFO of Salem (Ore.) Hospital., Samatha Patrick. CFO of Clark Regional Medical Center (Winchester, Ky.) and Bourbon Community Hospital (Paris, Ky.)., Michael Perry. Vice President of Finance and CFO of Mid Coast-Parkview Health (Brunswick, Maine)., Adam Popp. CFO of Prairie Lakes Healthcare System (Watertown, S.D.)., Trever Porter. Finance Director of Intermountain McKay-Dee Hospital (Ogden, Utah)., Tony Reed. Vice President for Population Health Operations at ChristianaCare (Newark, Del.)., Jamie Reedy, MD. Chief of Population Health at Summit Health (Berkeley Heights, N.J.)., Devdutta Sangvai, MD. Vice President for Population Health Management at Duke Health (Durham, N.C.)., Navkiran Shokar, MD. Chair of the Department of Population Health at the University of Texas at Austin Dell Medical School (Austin, Texas)., Mark Sparta. Executive Vice President of Population Health for Hackensack Meridian Health Network and President of Hackensack University Medical Center (Edison, N.J.)., Douglas Spotts, MD. Chief Health Officer of Meritus Health (Hagerstown, Md.)., Nicholas Stine, MD. System Senior Vice President of Enterprise Population Health atCommonSpirit Health (Chicago)., Mark Terpylak, DO. Senior Vice President of Population Health at Summa Health (Akron, Ohio)., Jim Tidwell, MD. Vice President of Population Health of Owensboro Health (Owensboro, Ky.)., Debbie Welle-Powell. Chief Population Health Officer at Essentia Health (Duluth, Minn.). 
",Allegheny Health Network Leadership & Board of Directors,https://www.ahn.org/about/leadership,"William K. Johnjulio, MD, Chief Population Health Officer, Medical Director, Clinically Integrated Network 
"
24,RIVERVIEW REGIONAL MEDICAL CENTER,News Archives - Riverview Regional Medical Center,https://riverviewregional.com/category/news/,"unusual behavior notice 
",Leadership | Hackensack Meridian Health,https://www.hackensackmeridianhealth.org/en/about-us/leadership,"Patrick Young, President Population Health Solutions 
Regina Foley, Ph.D., Executive Vice President Chief Nursing Executive and Chief Clinical Transformation Integration Officer 
",News - Riverview Regional Medical Center,https://riverviewregional.com/news/,"none found 
"
25,MEDICAL CENTER ENTERPRISE,"Froedtert ThedaCare Health, Inc., Executive Leadership",https://www.froedtert.com/about/executive-leadership,"Imran Andrabi MD FAAFM, President and CEO
Ian Schwartz MD, Chief Clinical Officer 
none found 
",Office of Population Health Sciences | Office of the Vice Chancellor ...,https://vcha.uic.edu/units/office-of-population-health-sciences-ophs/,"none found 
",How UPMC Turned Innovation Into an Enterprise | HealthLeaders ...,https://www.healthleadersmedia.com/innovation/how-upmc-turned-innovation-enterprise,"unusual behavior notice 
"
26,GREENE COUNTY HOSPITAL,Greene County General Hospital Leadership,https://greenecountyhospital.com/about-us/hospital-leadership/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,GREENE MEMORIAL HOSPITAL Implementation Strategies 2017 ...,https://cdn.ketteringhealth.org/wp-content/uploads/2021/04/GreeneImplementation2017-2019.pdf,"none found 
","Health | Springfield, MO - Official Website",https://www.springfieldmo.gov/5633/Health,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
27,LAKE MARTIN COMMUNITY HOSPITAL,Lake Martin Community Hospital - Ivy Creek Healthcare,https://ivycreekhealth.com/locations/lake-martin-community-hospital/,"none found 
",Florida Department of Health in Martin County,https://martin.floridahealth.gov/,"unusual behavior notice 
",Leadership - Health Services Los Angeles County,https://dhs.lacounty.gov/who-we-are/leadership_new/,"Nina J. Park, M.D., CHIEF DEPUTY DIRECTOR, POPULATION HEALTH 
"
28,FLOWERS HOSPITAL,Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health 
",Leadership Team | UC San Diego Health,https://health.ucsd.edu/about-us/leadership/,"Parag Agnihotri, Chief Medical Officer of Population Health Services 
",Population Health Projects | University of Connecticut Health ...,https://health.uconn.edu/health-leaders/projects/,"none found 
"
29,ST VINCENT'S BIRMINGHAM,Ascension St. Vincent's (AL) Leadership | Ascension,https://about.ascension.org/about-us/leadership/alabama-leadership,"unusual behavior notice 
",2021 CHNA - Ascension St. Vincent's Birmingham,https://healthcare.ascension.org/-/media/healthcare/compliance-documents/alabama/2021-chna-ascension-st-vincents-birmingham.pdf,"none found 
",Leadership | Ascension,https://about.ascension.org/about-us/leadership,"none found 
"
30,BIBB MEDICAL CENTER,Bibb Medical Center (@BibbMedical) / X,https://twitter.com/bibbmedical?lang=en,"none found 
",Our Leadership | Boston Medical Center,https://www.bmc.org/executive-leadership,"none found 
",Untitled,https://www.dchsystem.com/documents/content/2019CHNA.pdf,"unusual behavior notice 
"
31,LAWRENCE MEDICAL CENTER,Leadership | Department of Public Health & Environment,https://cdphe.colorado.gov/about-cdphe/leadership,"none found 
",Executive Leadership Team at Allina Health,https://www.allinahealth.org/about-us/leadership,"Hsieng Su MD, Senior Vice President Chief Medical Executive 
Dominica Tallarico, Executive Vice President and Chief Operating Officer 
Elizabeth Truesdell Smith JD MPH, Senior Vice President General Counsel and Secretary to the Allina Health Board of Directors 
","Lawrence D. Ward, MD | Bayhealth",https://www.bayhealth.org/find-a-doctor/lawrence-d-ward,"Lawrence D Ward, MD, Vice President of Physician Services and Clinical Integration 
"
32,HIGHLANDS MEDICAL CENTER,UW School of Medicine and Public Health - School of Medicine and ...,https://www.med.wisc.edu/,"none found 
",Leadership Team | UC San Diego Health,https://health.ucsd.edu/about-us/leadership/,"Parag Agnihotri, Chief Medical Officer of Population Health Services 
","Highland Medical Center | Monterey, Virginia – Caring for the Health ...",https://ourhmc.org/,"none found 
"
33,WIREGRASS MEDICAL CENTER,Wiregrass Medical Center,https://www.wiregrassmedicalcenter.org/,"unusual behavior notice 
",Hospital State Leaders are 2018 Grassroots Champions | AHA News,https://www.aha.org/news/blog/2018-05-03-hospital-state-leaders-are-2018-grassroots-champions,"none found 
",Our Community,https://www.wiregrassmedicalcenter.org/getpage.php?name=community,"unusual behavior notice 
"
34,RUSSELL MEDICAL CENTER,Russell Medical Center: Welcome to Russell Medical,https://russellcares.com/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"Russell L. Rothman, MD, MPP | Vanderbilt Institute for Medicine and ...",https://www.vumc.org/medicine-public-health/person/russell-l-rothman-md-mpp,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,2019 Community Health Needs Assessment & Implementation Plan,https://russellcares.com/core/uploads/2020/11/Russell-CHNA-Final-10-15-19.pdf,"none found 
"
35,MEDICAL CENTER BARBOUR,Boston Public Health Commission | Boston.gov,https://www.boston.gov/government/cabinets/boston-public-health-commission,"none found 
",Clinical Public Health Faculty and Mentors | School of Medicine and ...,https://smhs.gwu.edu/academics/md-program/curriculum/clinical-public-health/clinical-public-health-faculty-and-clinical,"Sonal Batra, MD, MST Director, Population Health Summit Co-Director, Patients, Populations and Systems Course Clinical Public Health Mentor Assistant Professor of Medicine, Jillian S. Catalanotti, MD, MPH, FACP Associate Dean for Clinical Public Health & Population Health Practice Vice Chair for Academic Affairs, Department of Medicine Director, Underserved Medicine & Public Health Track, IM Residency Program Professor of Medicine and of Health Policy & Management, Lawrence Deyton, MSPH, MD Inaugural Senior Associate Dean for Clinical Public Health Murdock Head Professor of Medicine and Health Policy, Kofi Essel, MD, MPH Director, Clinical Public Health Summit on Obesity, Natalie Kirilichin, MD, MHP Co-Director, Health Policy GME Track Clinical Public Health Mentor Assistant Professor of Emergency Medicine Co-Director, Health Policy Scholarly Concentration, Lia Losonczy, MD MPH Clinical Public Health Mentor, Matthew Magyar, MD MPH Co-Director, Patients, Populations and Systems Course Clinical Public Health Mentor Assistant Professor of Pediatrics, Maria Portela-Martinez, MD, MPH Clinical Public Health Mentor Chief, Family Medicine Section, Department of Emergency Medicine, Nathalie Quion, MD, MPH Co-Director, Patients, Populations and Systems Course Clinical Public Health Mentor Associate Professor of Pediatrics, Jamar Slocum, MD, MBA, MPH Clinical Public Health Mentor Assistant Professor of Hospital Medicine, Aisha Terry, MD, MPH Clinical Public Health Mentor Assistant Professor of Emergency Medicine 
",Department of Public Policy Leadership | Ole Miss,https://olemiss.edu/ppl/,"none found 
"
36,CLAY COUNTY HOSPITAL,Clay County Public Health - Spencer Hospital,https://www.spencerhospital.org/our-services/specialty-services/clay-county-public-health/,"unusual behavior notice 
",Community Health Planning and Statistics | Florida Department of ...,https://clay.floridahealth.gov/programs-and-services/community-health-planning-and-statistics/index.html,"unusual behavior notice 
","Clay County Public Health | Clay County, MN - Official Website",https://claycountymn.gov/462/Public-Health,"none found 
"
37,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,Advocate Health Names Executive Leadership Team,https://atriumhealth.org/about-us/newsroom/news/2022/12/advocate-health-names-executive-leadership-team,"none found 
","Mountain States Health Alliance, Wellmont Health System boards ...",https://www.balladhealth.org/news/Mountain-States-Health-Alliance,"unusual behavior notice 
",College of Community Health Sciences – | The University of Alabama,https://cchs.ua.edu/,"none found 
"
38,ATHENS LIMESTONE HOSPITAL,#bethedifference - Athens-Limestone Hospital,https://www.athenslimestonehospital.com/about/be-the-difference,"none found 
",Physical Therapy - Athens-Limestone Hospital,https://athenslimestonehospital.com/physical-therapy,"unusual behavior notice 
",Contact - Athens-Limestone Hospital,https://www.athenslimestonehospital.com/about/contact,"none found 
"
39,SOUTH BALDWIN REGIONAL MEDICAL CENTER,"Department of Health, Executive Leadership Team",https://www.health.ny.gov/commissioner/cabinet_staff/,"none found 
",Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health 
",Search,https://www.southbaldwinrmc.com/search?search=South%20Baldwin%20Regional%20Medical%20Center&moduleid=af5da616-66e8-4c8e-bc0b-a564a0ea5d01,"unusual behavior notice 
"
40,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,Leadership - Decatur Morgan Hospital,https://decaturmorganhospital.net/about/leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"Healthcare - City of Decatur, Alabama",https://www.cityofdecatural.com/live-work/healthcare/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Decatur Morgan Hospital: Home,https://decaturmorganhospital.net/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
41,NORTHWEST MEDICAL CENTER,Leadership | UW Medicine,https://www.uwmedicine.org/about/leadership,"unusual behavior notice 
",Northwest Public Health & Primary Care Leadership Institute ...,https://www.nwcphp.org/training/northwest-public-health-leadership-institute,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Management Team | LifeBridge Health,https://www.lifebridgehealth.org/about/management-team,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
42,USA HEALTH UNIVERSITY HOSPITAL,"Almalouf, Brown honored with community health leadership awards ...",https://www.usahealthsystem.com/news/almalouf-brown-health-leadership-awards,"Brittany Brown, director of operations for internal medicine 
",Johns Hopkins Bloomberg School of Public Health,https://publichealth.jhu.edu/,"none found 
",UH Population Health / Accountable Care Organization,https://www.uhhospitals.org/about-uh/population-health-accountable-care-organization,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
43,WALKER BAPTIST MEDICAL CENTER,WALKER BAPTIST MEDICAL CENTER 2022 COMMUNITY ...,https://www.walkerbaptistmedicalcenter.com/docs/librariesproviderbrookwoodhealth/chna/sp27142-bbh-wbmc-chna-final-12-14-22.pdf?sfvrsn=5fbe1ac4_2,"none found 
",Shelby Baptist Chief Medical Officer Named to National List of ...,https://www.brookwoodbaptisthealth.com/home/newsroom/shelby-baptist-chief-medical-officer-named-to-national-list-of-african-american-leaders-to-know-in-healthcare-for-second-consecutive-year,"none found 
",Important Information About Our Response to COVID-19,https://www.walkerbaptistmedicalcenter.com/patients/our-response-to-covid-19,"none found 
"
44,PROVIDENCE HOSPITAL,Population Health | Providence,https://www.providence.org/about/initiatives/population-health,"unusual behavior notice 
",New consortium of healthcare leaders announces formation of ...,https://news.microsoft.com/2024/03/11/new-consortium-of-healthcare-leaders-announces-formation-of-trustworthy-responsible-ai-network-train-making-safe-and-fair-ai-accessible-to-every-healthcare-organization/,"none found 
",Who We Are | Population Health | Providence,https://www.providence.org/about/initiatives/population-health/who-we-are,"unusual behavior notice 
"
