,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
12,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,"ACHE Chosen as ""Innovative Healthcare"" Recipient in 2023 AMP ...",https://achehealth.edu/ache-chosen-as-innovative-healthcare-recipient-in-2023-amp-champions-of-healthcare-awards/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Community Health Needs Assessment,https://baptist-health-ar.s3.amazonaws.com/files/BHMC-HSC%20CHNA.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Heart & Vascular Care | Baptist Health,https://baptisthealth.net/services/heart-and-vascular-care,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
13,NATIONAL PARK MEDICAL CENTER,Leadership - Health Services Los Angeles County,https://dhs.lacounty.gov/who-we-are/leadership_new/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Leadership | Department of Public Health & Environment,https://cdphe.colorado.gov/about-cdphe/leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,ASTHO: Association of State and Territorial Health Officials,https://www.astho.org/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
14,SALINE MEMORIAL HOSPITAL,Saline Memorial Hospital,https://www.salinememorial.org/sites/saline/assets/uploads/CHNA_Saline%20County_Community%20report_2021%20v2%20(4).pdf,"none found 
",231+ Black healthcare leaders to know | 2024,https://www.beckershospitalreview.com/lists/231-black-leaders-in-healthcare-2024.html,"Deneen Richmond, President of Luminis Health Doctors Community Medical Center for Chief Quality and Population Health Officer for Luminis Health 
",Saline Memorial Hospital,https://www.salinememorial.org/sites/saline/assets/uploads/CHNA+Saline+County+2018+Final.pdf,"none found 
"
15,HELENA REGIONAL MEDICAL CENTER,Helena Regional Medical Center,https://helenarmc.com/,"none found 
",HELENA REGIONAL MEDICAL CENTER | LinkedIn,https://www.linkedin.com/company/helena-regional-medical-center,"none found 
",2016 – 2017 Annual Report | UAMS Regional Campuses,https://regionalcampuses.uams.edu/about/annual-reports/2016-2017-annual-report/,"none found 
"
16,MEDICAL CENTER OF SOUTH ARKANSAS,UAMS Fay W. Boozman College of Public Health,https://publichealth.uams.edu/,"none found 
",USC Keck School of Medicine,https://keck.usc.edu/,"none found 
",South Arkansas Regional Hospital names interim leaders | El ...,https://www.eldoradonews.com/news/2023/jun/08/south-arkansas-regional-hospital-names-interim/,"none found 
"
17,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,Leadership | Atrium Health Wake Forest Baptist,https://www.wakehealth.edu/about-us/leadership,"Jennifer Houlihan, MSP, MA, Vice President, Value-Based Care and Population Health, Richard Lord, MD, MA, Vice President, Primary Care and Population Health, Chair, Family and Community Medicine 
",Available Positions - UAMS College of Medicine,https://medicine.uams.edu/familymedicine/about/available-positions/,"- Carla [Job Title Not Found], 
- [Name Not Found] Population Health Medical Director 
",Baptist Health Announces Little Rock Hospital Leadership Changes ...,https://www.baptist-health.com/news/baptist-health-announces-little-rock-hospital-leadership-changes,"unusual behavior notice 
"
18,NEA BAPTIST MEMORIAL HOSPITAL,Our Leaders at Baptist Memorial Health Care Corporation,https://www.baptistonline.org/about/leadership,"none found 
",Leadership | Atrium Health Wake Forest Baptist,https://www.wakehealth.edu/about-us/leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Baptist Hospital-Jonesboro | Baptist Memorial Arkansas Hospital,https://www.baptistonline.org/locations/nea,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
19,WHITE RIVER MEDICAL CENTER,Whiteriver Indian Hospital | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/whiteriver/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,White River Health › Caring Beyond Healthcare,https://whiteriverhealth.org/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,IHS PGY-1 Pharmacy Residency Programs | Residency Program,https://www.ihs.gov/pharmacy/resident/residencies/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
20,LEVI HOSPITAL,"Levi Hospital announces McCabe's retirement, succession plan for ...",https://www.hotsr.com/news/2023/feb/05/levi-hospital-announces-mccabes-retirement/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Missouri's Public Health Response to COVID-19: Key Findings and ...,https://hsrc.himmelfarb.gwu.edu/cgi/viewcontent.cgi?article=1060&context=sphhs_policy_briefs,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Developing a Financing System to Support Public Health ...,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6727291/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
21,"ARKANSAS HEART HOSPITAL, LLC",Careers - Arkansas Heart Hospital,https://www.arheart.com/careers/,"none found 
","CEO Bruce Murphy Talks Recruitment, Expansion of Arkansas Heart ...",https://www.arkansasbusiness.com/article/ceo-bruce-murphy-talks-recruitment-expansion-of-arkansas-heart-hospital/,"none found 
",Nursing Care Partner - Arkansas Heart Hospital,https://www.arheart.com/jobs/nursing-care-partner-ahh-encore-prn-senior-nursing-students-only/,"none found 
"
22,ST VINCENT MEDICAL CENTER/NORTH,Mercy Health System Leadership,https://www.mercy.com/about-us/leadership/system,"Wael Haidar, MD, Chief Clinical Officer 
",149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"unusual behavior notice 
",Montefiore Medical Center - Leadership Bios,https://www.montefiore.org/leadership-bios,"Stephen Rosenthal, Senior Vice President – Population Health Management 
"
23,ARKANSAS SURGICAL HOSPITAL,About Us | Arkansas Surgical Hospital,https://arksurgicalhospital.com/about-us/,"none found 
",Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,"Dave Thompson, Senior VP, Population Health and President, Contracted Revenue Service Line 
","About NYITCOM at Arkansas State (Jonesboro, Arkansas ...",https://www.nyit.edu/arkansas/about_nyitcom_at_arkansas_state_jonesboro_arkansas,"unusual behavior notice 
"
24,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,Parkview Health Executive Leadership,http://www.parkview.com/about-us/parkview-leadership/parkview-executive-leadership,"unusual behavior notice 
",Careers | Northwest Health | Bentonville | Springdale | Arkansas,https://www.northwesthealth.com/career-opportunities,"none found 
",Leadership | UW Medicine,https://www.uwmedicine.org/about/leadership,"unusual behavior notice 
"
25,WADLEY REGIONAL MEDICAL CENTER AT HOPE,Steward Health Care Adds Joe Deschryver As South Regional ...,https://www.wadleyhealthathope.org/domain-specific/720191/newsroom/2021-06-21/steward-health-care-adds-joe-deschryver-south-regional-president,"none found 
",Wadley Regional Medical Center | Texarkana TX,https://www.wadleyhealth.org/,"none found 
",Centura Health To Acquire Utah Care Sites From Steward Health ...,https://www.wadleyhealthathope.org/newsroom/2023-02-15/centura-health-acquire-utah-care-sites-steward-health-care,"none found 
"
26,BAPTIST HEALTH MEDICAL CENTER- CONWAY,April Bennett Named President of Baptist Health Medical Center ...,https://www.baptist-health.com/news/april-bennett-named-president-of-baptist-health-medical-center-conway,"unusual behavior notice 
",April Bennett - Baptist Health | LinkedIn,https://www.linkedin.com/in/april-bennett-4b271ba3,"none found 
",Baptist Health,https://www.facebook.com/baptisthealth/,"none found 
"
27,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",Baptist Memorial Hospital-Crittenden | West Memphis Hospital,https://www.baptistonline.org/locations/crittenden,"none found 
",Shawn Elliott - Baptist Memorial Hospital-Crittenden,https://www.linkedin.com/in/shawn-elliott-5a2b6562,"none found 
",Our Leaders at Baptist Memorial Health Care Corporation,https://www.baptistonline.org/about/leadership,"none found 
"
28,NORTH LOGAN MERCY HOSPITAL,Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,"Dave Thompson, Senior VP Population Health and President Contracted Revenue Service Line 
",NRHA Top 20 Critical Access Hospitals | National Rural Health ...,https://www.ruralhealth.us/about-us/rural-health-awards/top-20-critical-access-hospitals,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Mercy Hospital Fort Smith Arkansas | Mercy,https://www.mercy.net/practice/mercy-hospital-fort-smith/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
29,DARDANELLE HOSPITAL,Mission & Vision,https://www.dardanelleregional.org/about/mission-vision,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,110 rural hospital and health system CEOs to know | 2024,https://www.beckershospitalreview.com/lists/110-rural-hospital-and-health-system-ceos-to-know-2024.html,"unusual behavior notice 
",Annual Report Annual Report,https://www.dardanelleregional.org/docs/default-source/crhs/2020-annual-report.pdf?sfvrsn=4f9e602a_3,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
30,MERCY HOSPITAL TURNER MEMORIAL,Mercy Hospital Ozark | Mercy,https://www.mercy.net/practice/mercy-hospital-ozark/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Executive Leadership | Cleveland Clinic,https://my.clevelandclinic.org/about/overview/leadership/executive,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Speak up Award - MHA | Michigan Health & Hospital Association,https://www.mha.org/about/awards/speak-up-award/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
31,EUREKA SPRINGS HOSPITAL COMMISSION,Scanned Document,https://www.arkleg.state.ar.us/Home/FTPDocument?path=%2FAssembly%2FMeeting+Attachments%2F020%2F26248%2FC.+arpa.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Mentorship: Solving gaps in care with shared wisdom - NRHA,https://www.ruralhealth.us/blogs/2024/05/mentorship-solving-gaps-in-care-with-shared-wisdom,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"Healthcare Management Jobs, Employment in Rogers, AR | Indeed ...","https://www.indeed.com/q-healthcare-management-l-rogers,-ar-jobs.html",Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
32,MERCY HOSPITAL WALDRON,Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,"unusual behavior notice 
",Johns Hopkins Bloomberg School of Public Health,https://publichealth.jhu.edu/,"unusual behavior notice 
",NRHA Top 20 Critical Access Hospitals | National Rural Health ...,https://www.ruralhealth.us/about-us/rural-health-awards/top-20-critical-access-hospitals,"none found 
"
33,"IZARD COUNTY MEDICAL CENTER, LLC","Froedtert ThedaCare Health, Inc., Board of Directors",https://www.froedtert.com/about/board-of-directors,"none found 
",Arkansas Rural Hospital Assessment: Final Report,https://www.arkleg.state.ar.us/Home/FTPDocument?path=%2FAssembly%2FMeeting+Attachments%2F000%2F26002%2FHandout+-+Arkansas-Rural-Hospital-Assessment-FINAL.pdf,"none found 
",News Release | UAMS News,https://news.uams.edu/category/news-release/,"none found 
"
34,CROSSRIDGE COMMUNITY HOSPITAL,"St. Bernards CrossRidge Community Hospital | Wynne, AR",https://www.stbernards.info/locations/profile/st-bernards-crossridge-community-hospital/,"none found 
",ONDCP's Drug-Free Communities (DFC) Support Program FY 2020 ...,https://trumpwhitehouse.archives.gov/wp-content/uploads/2020/12/DFC-New-and-CC-Awards-Phase-3-December-Awards-Web.pdf,"none found 
",Community Health Needs Assessment 2022,https://www.stbernards.info/app/files/public/e8e637d8-0041-4b9d-974b-f385b034af9a/Community%20Health%20Needs%20Assessments/CRCH%20CHNA%202022.pdf,"unusual behavior notice 
"
35,MCGEHEE HOSPITAL,MG WINTER 24,https://mcgeheehospital.org/wp-content/uploads/2024/02/MG-WINTER-24.pdf,"Terry L. Amstutz, FACHE, President and Chief Executive Officer, McGehee Hospital
Dr. Clinton Akin, PGY-3 Family Medicine resident, UAMS-Pine Bluff (2024)
Anna Cathryn Wargo, PT, DPT, Director of Rehabilitation, McGehee Hospital
Mary Catherine Hunter, Director of Pharmacy, McGehee Hospital 
",Member Accolades | Healthcare Executive | American College of ...,https://healthcareexecutive.org/archives/march-april-2024/member-accolades,"Katherine L Fowler FACHE, CEO Vanguard Health Solutions, Innovation: Population Health Team Regent Award 
",MG Summer 22,https://mcgeheehospital.org/wp-content/uploads/2022/06/MG-Summer-22-2.pdf,"none found 
"
36,LAWRENCE MEMORIAL HOSPITAL,Board Officers and Senior Leadership | Lawrence General Hospital,"http://www.lawrencegeneral.org/About-Us/Leadership/Board-Officers,-Senior-Leadership-Bios","unusual behavior notice 
","LMH Health Senior Leadership | LMH Health | Lawrence, KS",https://www.lmh.org/about-us/administrative-council/,"none found 
",Newsroom | Lawrence General Hospital,https://www.lawrencegeneral.org/Newsroom/Lawrence-General-Hospital-engages-Merrimack-Valley,"unusual behavior notice 
"
37,STONE COUNTY MEDICAL CENTER,"Lisa Cacari-Stone, PhD, MA, MS",https://hsc.unm.edu/directory/cacari-stone-lisa.html,"Dr. Cacari Stone, Faculty Research Excellence Award in Population Health Science 
","Public Health – Seattle & King County - King County, Washington",https://www.kingcounty.gov/en/dept/dph,"none found 
",Administration | Memorial Health System Hospital at Gulfport,https://wearememorial.com/about-us/leadership/administration/,"none found 
"
38,HOWARD MEMORIAL HOSPITAL,Northwestern Memorial HealthCare Corporate Leadership ...,https://www.nm.org/about-us/leadership,"none found 
",Adventist Health Howard Memorial Executives,https://www.adventisthealth.org/howard-memorial/about-us/executives/,"Linda Givens, Administrator, Amy Buckingham, Nursing Director 
",Howard Koh | Harvard T.H. Chan School of Public Health,https://www.hsph.harvard.edu/profile/howard-koh/,"none found 
"
39,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,Facilities Archives | Page 5 of 12 | Baptist Health,https://www.baptist-health.com/blog/news_category/facilities/page/5,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Baptist Health Careers & Jobs | Join Our Community Today,https://www.baptisthealthcareers.com/,"unusual behavior notice 
",Baptist Health Medical Center-Heber Springs Receives National ...,https://www.baptist-health.com/news/baptist-health-medical-center-heber-springs-receives-%E2%80%A8national-recognition-for-performance-leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
40,OZARK HEALTH,Annual Report,https://www.ozarkshealthcare.com/app/files/public/738ebe6c-04b9-4439-a152-995c6840d8c9/2022%20Annual%20Report%203-2-23%202.pdf,"unusual behavior notice 
","Community Health Improvement Plan | Springfield, MO - Official ...",https://www.springfieldmo.gov/5081/Community-Health-Improvement-Plan,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Health commission asks for public input on Ozarks community health,https://www.news-leader.com/story/news/local/ozarks/2024/05/02/health-commission-asks-for-public-input-ozarks-community-health-survey/73531129007/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
41,"DEWITT HOSPITAL & NURSING HOME, INC",Dewitt Hospital: HOME,https://www.dewitthealth.org/,"none found 
",Senior Leadership - Governance and Leadership - About Us ...,https://www.nyp.org/governance-leadership/senior-leadership,"none found 
",DeWitt and Lavaca Counties Community Health Needs Assessment ...,https://www.yoakumhospital.org/wp-content/uploads/2022/04/Yoakum-Community-Hospital-2022-CHNA-and-Implementation-Plan-Report-FINAL-March-2022.pdf,"none found 
"
42,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,"Thomas E. Dobbs, MD - Faculty Profile - University of Mississippi ...",https://www.umc.edu/FacultyProfile/Dobbs_Thomas_E/,"School of Population Health 
",Health Equity Resources - Region IV Public Health Training Center,https://r4phtc.org/health-equity-resources/,"none found 
",Senior Leadership Team,https://www.mauryregional.com/about-us/executive-leadership/senior-leadership-team,"Christina Lannom, DO, Chief Medical Officer 
"
43,DALLAS COUNTY MEDICAL CENTER,Dallas County Health and Human Services,https://www.dallascounty.org/departments/dchhs/,"unusual behavior notice 
",Senior Executives | Parkland Health,https://www.parklandhealth.org/senior-executives,"unusual behavior notice 
",DCHHS | Public Health Services,https://www.dallascounty.org/departments/dchhs/public-health/,"unusual behavior notice 
"
44,MERCY HOSPITAL BOONEVILLE,Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,"Dave Thompson, Senior VP, Population Health and President, Contracted Revenue Service Line 
",Mercy Health System Leadership,https://www.mercy.com/about-us/leadership/system,"Wael Haidar, MD, Chief Clinical Officer 
",Baptist Memorial Hospital & Health Care Services,https://www.baptistonline.org/,"none found 
"
45,LITTLE RIVER MEMORIAL HOSPITAL,"Board & Leadership - Little River Medical Center - Little River, SC",https://www.lrmcenter.com/about/board-and-leadership/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Our Leaders at Baptist Memorial Health Care Corporation,https://www.baptistonline.org/about/leadership,"none found 
","Little River Medical Center - Little River, SC",https://www.lrmcenter.com/,"none found 
"
46,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,Baptist Health Announces Changes to Hospital Leadership | Baptist ...,https://www.baptist-health.com/news/baptist-health-announces-changes-to-hospital-leadership/,"unusual behavior notice 
",Baptist Health,https://www.facebook.com/baptisthealth/,"none found 
",Baptist Health Medical Center-Arkadelphia Earns Top 100 Critical ...,https://www.baptist-health.com/news/baptist-health-medical-center-arkadelphia-earns-top-100-critical-access-hospital-award-from-the-chartis-center-for-rural-health/,"unusual behavior notice 
"
47,FULTON COUNTY HOSPITAL,Adirondack Rural Health Network - AHI,https://ahihealth.org/arhn/,"Andrea Bonacci, Director of Population Health Programs 
",Kathleen Toomey | Georgia Department of Public Health,https://dph.georgia.gov/kathleen-toomey,"none found 
","Fulton County leaders lay out health disparities, solutions | 11alive ...",https://www.11alive.com/article/news/health/leaders-address-health-disparities-fulton-county/85-bfe90945-1d64-4262-bf09-4f04c9bb4c18,"none found 
"
48,ASHLEY COUNTY MEDICAL CENTER,Table of Contents,https://www.acmconline.org/documents/archive/CHNA-rev-ACMC-Assessment-FINAL-w-Attachments.pdf,"none found 
",Curriculum | UAMS Department of Family and Preventive Medicine,https://medicine.uams.edu/familymedicine/residency-programs/crossett/curriculum/,"none found 
","Ashley County Medical Center: Hospital in Crossett, AR",https://www.acmconline.org/,"none found 
"
49,CHI ST VINCENT MORRILTON,Health at Home | Health Services In The Comfort Of Where You Live,https://www.chistvincent.com/clinical-services/clinical-services-a-z/health-at-home,"unusual behavior notice 
",Arkansas Health Network,https://arkansashealthnetwork.com/,"none found 
",Arkansas Health Network Promotes Camille Wilson to Vice ...,https://www.chistvincent.com/about/news/news/2022/05/19/arkansas-health-network-promotes-camille-wilson-to-vice-president-of-population-health-management,"unusual behavior notice 
"
50,DELTA MEMORIAL HOSPITAL,Oregon Health Authority : Developing Equity Leadership through ...,https://www.oregon.gov/oha/ei/pages/delta.aspx,"none found 
",Leadership | Department of Public Health | City of Philadelphia,https://www.phila.gov/departments/department-of-public-health/about-us/leadership/,"unusual behavior notice 
",Oregon Health Authority : Program Costs : Equity and Inclusion ...,https://www.oregon.gov/oha/ei/pages/delta%20program-costs.aspx,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
51,BRADLEY COUNTY MEDICAL CENTER,Bradley County Medical Center News,https://www.bradleycountymedicalcenter.com/getpage.php?name=news,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Local and Regional Health Departments,https://www.tn.gov/health/health-program-areas/localdepartments.html,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Bradley County Medical Center,https://www.bradleycountymedicalcenter.com/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
52,CHICOT MEMORIAL MEDICAL CENTER,Community Health Needs Assessment,https://chicotmemorial.com/wp-content/uploads/2024/04/CHNA-2022.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Arkansas Rural Hospital Assessment: Final Report,https://www.arkleg.state.ar.us/Home/FTPDocument?path=%2FAssembly%2FMeeting+Attachments%2F000%2F26002%2FHandout+-+Arkansas-Rural-Hospital-Assessment-FINAL.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Table of Contents,https://chicotmemorial.com/wp-content/uploads/2024/04/CHNA-2019.pdf,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
53,MERCY HOSPITAL BERRYVILLE,Mercy Leadership Team | Mercy,https://www.mercy.net/about/leadership/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Mercy Careers,https://careers.mercy.net/,"unusual behavior notice 
",Community Benefits | Mercy,https://www.mercy.net/about/our-communities/community-benefits/,"unusual behavior notice 
"
54,PIGGOTT COMMUNITY HOSPITAL,Public Health Institutes: The Michigan Experience Kevin L. Piggott ...,https://www.mphi.org/wp-content/uploads/2013/11/Public_Health_Institutes_Michigan_Experience.pdf,"unusual behavior notice 
",Terms & Conditions | Piggott Health System,https://piggotthealthsystem.com/terms-conditions/,"unusual behavior notice 
",Phase 1 Advisory Committee Members - SHADAC Medicaid Equity ...,https://www.shadac.org/sites/default/files/Projects/MET/Advisory%20Committee_MET%20Phase%201.pdf,"none found 
"
55,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,Ozarks Community Hospital: Welcome,https://www.ochonline.com/,"none found 
","Adair County Health Department Team Kirksville, Missouri Adair ...",https://health.mo.gov/living/families/ruralhealth/pdf/champion-team-nominations.pdf,"none found 
",History - Ozarks Community Hospital,https://www.ochonline.com/about/history/,"none found 
"
56,ST ROSE HOSPITAL,Dignity Health - St. Rose Dominican Siena - Community Benefit ...,https://www.dignityhealth.org/content/dam/dignity-health/nevada/pdfs/Siena-CBP-2023.pdf,"none found 
",Connecticut Department of Public Health,https://portal.ct.gov/dph,"unusual behavior notice 
",St. Rose Dominican Siena - Dignity Health,https://www.dignityhealth.org/content/dam/dignity-health/nevada/pdfs/St-Rose-Siena-NV-CB-Report-2022-1.pdf,"none found 
"
57,ST JOSEPH HOSPITAL,"Leadership | St. Joseph's Health Syracuse, New York (NY) Hospitals",https://www.sjhsyr.org/about-us/leadership,"Kristen M Mucitelli, VP Population Health Management 
","""Economic Development is Population Health"": A New Vision for ...",https://www.ruralhealthinfo.org/rural-monitor/economic-development,"none found 
",Improving Population Health | CommonSpirit Health,https://www.commonspirit.org/physician-enterprise/improving-population-health,"unusual behavior notice 
"
58,MILLS-PENINSULA MEDICAL CENTER,Force 10 Partners Taps Industry Veterans to Lead Healthcare ...,https://www.force10partners.com/2023/03/force-10-partners-taps-industry-veterans-to-lead-healthcare-performance-improvement-practice/,"Barbara Yost, Vice President of Population Health 
",Sutter Health Markets | Sutter Health,https://www.sutterhealth.org/about/markets,"unusual behavior notice 
",2022 Community Health Needs Assessment,https://www.elcaminohealth.org/sites/default/files/2022-06/2022-community-health-needs-assessment-060922.pdf,"none found 
"
59,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,CPMC Davies Campus | Sutter Health,https://www.sutterhealth.org/find-location/facility/cpmc-davies-campus,"unusual behavior notice 
",Sutter Health Announces New Chief Executive Officers at Two Major ...,https://vitals.sutterhealth.org/sutter-health-announces-new-chief-executive-officers-at-two-major-bay-area-hospitals/,"unusual behavior notice 
",California Pacific Medical Center | Sutter Health,https://www.sutterhealth.org/cpmc,"none found 
"
