,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
10,VAIL HEALTH HOSPITAL,Vail Health Creates New Population Health Position,https://www.vailhealth.org/news/vail-health-creates-new-population-health-position,"Chris Lindley, Chief Population Health Officer (CPHO)",Leadership - Stormont Vail Health,https://www.stormontvail.org/we-are-stormont/leadership/,"Chad Yeager, Vice President Quality Population Health",Executive Leadership & Board of Directors | Vail Health,https://www.vailhealth.org/about/leadership-and-board,"Chris Lindley, Chief Population Health Officer & Executive Director of Eagle Valley Behavioral Health"
11,"MEDICAL CENTER OF AURORA, THE",Advocate Health names Executive Leadership Team Milwaukee ...,https://www.aurorahealthcare.org/news/advocate-health-names-executive-leadership-team,"Don Calcagno, MBA SVP, Chief Population Health Officer, Terry G. Williams, DrPH candidate, MBA SVP, Chief Population Health Officer",Advocate Aurora Health & Atrium Health Have Combined,https://www.advocatehealth.org/,none found,About Us - Leadership - School of Medicine and Public Health,https://www.med.wisc.edu/about-us/administration/,"Jonathan Temte, MD, PhD Associate Dean for Public Health and Community Engagement, Amy J.H. Kind, MD, PhD Associate Dean for Social Health Sciences and Programs"
12,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,AdventHealth Avista,https://www.adventhealth.com/hospital/adventhealth-avista,none found,Meet the Mountain Region Leadership Team | CommonSpirit,https://www.mountain.commonspirit.org/about-commonspirit/leadership,none found,AdventHealth Leadership,https://www.adventhealth.com/adventhealth-leadership,none found
13,ST ANTHONY NORTH HEALTH CAMPUS,St. Anthony North Hospital | Westminster | CommonSpirit Health,https://www.mountain.commonspirit.org/location/st-anthony-north-hospital,none found,SSM Health St. Anthony Hospital - Oklahoma City,https://www.ssmhealth.com/locations/oklahoma/st-anthony-hospital,none found,St. Anthony Hospital | Lakewood | CommonSpirit Health,https://www.mountain.commonspirit.org/location/st-anthony-hospital,none found
14,NATIONAL JEWISH HEALTH,About Us | Office of Professional Education | NJH,https://www.nationaljewish.org/education/pro-ed/about-us,none found,James Crooks - Associate Professor - National Jewish Health ...,https://www.linkedin.com/in/jameslcrooks,none found,"National Jewish Health | Respiratory, Cardiac, Immune Care & More",https://www.nationaljewish.org/home,none found
15,SKY RIDGE MEDICAL CENTER,Leadership | Menorah Medical Center,https://www.hcamidwest.com/locations/menorah-medical-center/about-us/leadership,none found,Nursing Through a Pandemic and Emerging Stronger Than Ever ...,https://magazine.hcahealthcare.com/people/nursing-through-a-pandemic-and-emerging-stronger-than-ever/,none found,Sky Ridge Medical Center : Healthcare Soars Sky High,https://www.healthcare-outlook.com/hospital-medical-center/sky-ridge-medical-center-healthcare-soars-sky-high,none found
16,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,Meet the Mountain Region Leadership Team | CommonSpirit,https://www.mountain.commonspirit.org/about-commonspirit/leadership,none found,AdventHealth Littleton,https://www.adventhealth.com/hospital/adventhealth-littleton,none found,St. Anthony Hospital | Lakewood | CommonSpirit Health,https://www.mountain.commonspirit.org/location/st-anthony-hospital,none found
17,PARKER ADVENTIST HOSPITAL,Allegheny Health Network Leadership & Board of Directors,https://www.ahn.org/about/leadership,"William K. Johnjulio, MD, Chief Population Health Officer, Medical Director, Clinically Integrated Network",AdventHealth Parker,https://www.adventhealth.com/hospital/adventhealth-parker,none found,Colorado River Service Unit | Healthcare Facilities,https://www.ihs.gov/phoenix/healthcarefacilities/coloradoriver/,none found
18,COLORADO MENTAL HEALTH INSTITUTE AT PUEBLO,Colorado Mental Health Hospital in Pueblo | Colorado Department ...,https://cdhs.colorado.gov/CMHHIP,none found,CU Anschutz Psychiatry,https://medschool.cuanschutz.edu/psychiatry,"Dr. Neill Epperson, Chair, Department of Psychiatry, Dr. Amber McDonald, Faculty, Dr. Tracy Bale, Faculty, Dr. Scott Thompson, Faculty",Stakeholder Recommendations for Promoting Behavioral Health ...,https://bha.colorado.gov/sites/bha/files/documents/BHA%20CJ%20Roadmap%20Partnering%20for%20Success%20FINAL.pdf,none found
19,GOOD SAMARITAN MEDICAL CENTER,Our leadership team | Good Samaritan Hospital,https://goodsamsanjose.com/about/our-leadership-team.dot,"Unusual behavior notice: Webpage: 
 HTTP Status 406 – Not Acceptable Type Status Report Description The target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request, and the server is unwilling to supply a default representation. Apache Tomcat/8.5.32.",Executive Leadership - MultiCare,https://www.multicare.org/about/leadership/,"James Lee, Executive Vice President, Population-based Care & Chief Financial Officer",Leadership - Samaritan Health Services,https://samhealth.org/about-samaritan/our-organization/leadership/,"Julie Osgood, MS, DrPH, Chief Operating Officer, Samaritan Medical Group"
20,"ANIMAS SURGICAL HOSPITAL, LLC","Careers | Animas Surgical Hospital | Durango, CO",https://www.animassurgical.com/careers/,none found,"Animas Surgical Hospital Jobs, Employment in Durango, CO ...","https://www.indeed.com/q-animas-surgical-hospital-l-durango,-co-jobs.html","Unusual behavior notice: Webpage: 
 Verifying you are human. This may take a few seconds. 
www.indeed.com needs to review the security of your connection before proceeding..",Introducing New CEO Meggin Roberts | Animas Surgical Hospital,https://www.animassurgical.com/welcome-meggin-roberts-ceo/,none found
21,ST ANTHONY SUMMIT MEDICAL CENTER,St. Anthony Summit Hospital | Frisco | CommonSpirit Health,https://www.mountain.commonspirit.org/location/st-anthony-summit-hospital,none found,Executive Team | Summit Health,https://www.summithealth.com/executive-team,"Tim Barry, Co-Founder CEO and Board Chair
Paul Martino, Co-Founder
Jennifer Clair, Chief Analytics Officer VillageMD and Chief Financial Officer Village Medical",Advocate Health names Executive Leadership Team Milwaukee ...,https://www.aurorahealthcare.org/news/advocate-health-names-executive-leadership-team,"Don Calcagno, MBA SVP, Chief Population Health Officer, Terry G. Williams, DrPH candidate, MBA SVP, Chief Population Health Officer"
22,MEDICAL CENTER OF THE ROCKIES,About Us | Denver Health Hospital and Clinics | Denver Health,https://www.denverhealth.org/about-denver-health,none found,UCHealth Medical Center of the Rockies | Loveland | Colorado,https://www.uchealth.org/locations/uchealth-medical-center-of-the-rockies/,none found,Denver Health Leadership Team | Denver Health,https://www.denverhealth.org/about-denver-health/leadership,"Romana Hasnain-Wynia, PhD, oversees Denver Health’s academic mission in research, education, and public health through the Office of Academic Affairs and Public Health to further Denver Health’s role as a Learning Health System to advance equity."
23,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,OrthoColorado Hospital | Lakewood | CommonSpirit Health,https://www.mountain.commonspirit.org/location/orthocolorado-hospital,"- Jude Torchia, Chief Executive Officer
- Katy Comoglio, Vice President and Chief Financial Officer
- George Brown, RN, MSN, CCRN-K, Vice President Patient Care Services Chief Nursing Officer
- Bharat Desai, MD, Chief Medical Officer",Deric Gallagher - Supply Chain Manager - Centura Health | LinkedIn,https://www.linkedin.com/in/deric-gallagher-127a5081,none found,St. Anthony Hospital | Lakewood | CommonSpirit Health,https://www.mountain.commonspirit.org/location/st-anthony-hospital,none found
24,CASTLE ROCK ADVENTIST HOSPITAL,AdventHealth Castle Rock,https://www.adventhealth.com/hospital/adventhealth-castle-rock,none found,"Destria Bennis BSN, RN, CIC - Centura Health",https://www.linkedin.com/in/destria-bennis-bsn-rn-cic-5a6b2816,none found,AdventHealth Castle Rock Leadership,https://www.adventhealth.com/hospital/adventhealth-castle-rock/adventhealth-castle-rock-leadership,none found
25,BANNER FORT COLLINS MEDICAL CENTER,Banner Health 2022 CHNA - Banner Fort Collins Medical Center,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/colorado/banner-fort-collins-medical-center-fort-collins.ashx,none found,Banner Health on LinkedIn: Banner Fort Collins Medical Center is ...,https://www.linkedin.com/posts/banner-health_banner-fort-collins-medical-center-is-now-activity-6897654344053784576-OSBH,none found,"Banner North Colorado Medical Center in Greeley, CO | Banner ...",https://www.bannerhealth.com/locations/greeley/north-colorado-medical-center,none found
26,LONGS PEAK HOSPITAL,UCHealth Longs Peak Hospital in Longmont | Community Hospital,https://www.uchealth.org/locations/uchealth-longs-peak-hospital/,none found,Population Health Management Summit,https://www.ahcancal.org/Education-Events/Population-Health-Management-Summit/Pages/default.aspx,none found,UCHealth Metro Denver Leadership | Longs Peak | Broomfield,https://www.uchealth.org/about/leadership/metro-denver-leadership/,"Michael Cancro, Vice Chair, Chief Strategy Officer, President, Physician Services Division, UCHealth"
27,UCHEALTH BROOMFIELD HOSPITAL,UCHealth Metro Denver Leadership | Longs Peak | Broomfield,https://www.uchealth.org/about/leadership/metro-denver-leadership/,"Michael Cancro, Vice Chair, Chief Strategy Officer, President, Physician Services Division, UCHealth",Administrative Fellowship Community Hospitals in Highlands Ranch ...,https://careers.uchealth.org/jobs/14600257-administrative-fellowship-community-hospitals,none found,"UCHealth Broomfield Hospital | Broomfield, Westminster, Boulder",https://www.uchealth.org/locations/uchealth-broomfield-hospital/,none found
28,UCHEALTH GRANDVIEW HOSPITAL,UCHealth Southern Colorado Leadership | Colorado Springs,https://www.uchealth.org/about/leadership/colorado-springs-region-leadership/,none found,Administrative Fellowship Southern Colorado in COLORADO ...,https://careers.uchealth.org/jobs/14585126-administrative-fellowship-southern-colorado,none found,Community Health Needs Assessment | UCHealth,https://www.uchealth.org/about/community-health-needs-assessment/,none found
29,UCHEALTH GREELEY HOSPITAL,"UCHealth Greeley Hospital | Greeley, CO",https://www.uchealth.org/locations/uchealth-greeley-hospital/,none found,Administrative Fellowship Northern Colorado in Fort Collins ...,https://careers.uchealth.org/jobs/14585125-administrative-fellowship-northern-colorado,none found,UCHealth Leadership and Board of Directors,https://www.uchealth.org/about/leadership/,none found
30,UCHEALTH HIGHLANDS RANCH HOSPITAL,"UCHealth Highlands Ranch Hospital | Highlands Ranch, Littleton ...",https://www.uchealth.org/locations/uchealth-highlands-ranch-hospital/,none found,Administrative Fellowship Community Hospitals in Highlands Ranch ...,https://careers.uchealth.org/jobs/14600257-administrative-fellowship-community-hospitals,"Unusual behavior notice: Webpage: 
 Verifying you are human. This may take a few seconds. Verification is taking longer than expected. Check your Internet connection and refresh the page if the issue persists..",UCHealth Metro Denver Leadership | Longs Peak | Broomfield,https://www.uchealth.org/about/leadership/metro-denver-leadership/,"Michael Cancro, Vice Chair, Chief Strategy Officer, President, Physician Services Division, UCHealth"
31,WEISBROD MEMORIAL COUNTY HOSPITAL,Melissa Bosworth - Culture of Health Leaders,https://cultureofhealth-leaders.org/meettheleaders/melissa-bosworth-copy/index.html,none found,Kiowa County Hospital District | A community driven healthcare entity,https://www.kchd.org/,none found,HCPF Widescreen PPT Template,https://hcpf.colorado.gov/sites/hcpf/files/Centers%20of%20Excellence%20Presentation.pdf,none found
32,RIO GRANDE HOSPITAL,Public Health | Rio Grande County,https://riograndecounty.colorado.gov/departments/public-health,none found,Our Leadership| HCA Rio Grande Regional Hospital | Rio Grande ...,https://riohealth.com/about/our-leadership.dot,"Unusual behavior notice: Webpage: 
 The target resource does not have a current representation that would be acceptable to the user agent, according to the proactive negotiation header fields received in the request, and the server is unwilling to supply a default representation..",UTRGV School of Medicine | UTRGV,https://www.utrgv.edu/school-of-medicine/,none found
33,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,Intermountain Health Board of Trustees,https://intermountainhealthcare.org/about/who-we-are/leadership/board-of-trustees,"Seraphine Kapsandoy-Jones, PhD, RN, Vice President of Population Healthcare and Clinical Operations",Chinle Comprehensive Health Care Facility | Healthcare Facilities,https://www.ihs.gov/navajo/healthcarefacilities/chinle/,none found,Nurses in Disaster Preparedness and Public Health Emergency ...,https://www.ncbi.nlm.nih.gov/books/NBK573904/,none found
34,EAST MORGAN COUNTY HOSPITAL,Banner Health 2022 CHNA - East Morgan County Hospital,https://beta.bannerhealth.com/-/media/files/project/bh/chna-reports/2022/colorado/east-morgan-county-hospital-brush.ashx,none found,2019 Community Health Needs Assessment,https://www.bannerhealth.com/-/media/files/project/bh/chna-reports/2019/colorado/east-morgan-community-hospital---2019-chna-report.ashx,"Unusual behavior notice: Webpage: 
 Service Unavailable.",East Morgan County Hospital earns 2023 Performance Leadership ...,https://www.brushnewstribune.com/2024/01/09/east-morgan-county-hospital-earns-2023-performance-leadership-award-for-excellence-in-quality-outcomes-and-patient-perspective/,none found
35,HAXTUN HOSPITAL DISTRICT,Dewane Pace - Haxtun Hospital District | LinkedIn,https://www.linkedin.com/in/dewanepace,none found,Saving Main Street | HDR,https://www.hdrinc.com/insights/saving-main-street,none found,HCPF Widescreen PPT Template,https://hcpf.colorado.gov/sites/hcpf/files/Centers%20of%20Excellence%20Presentation.pdf,none found
36,MELISSA MEMORIAL HOSPITAL,Melissa Memorial Hospital - Health and Medical,https://melissamemorial.org/,none found,Melissa Bosworth - Culture of Health Leaders,https://cultureofhealth-leaders.org/meettheleaders/melissa-bosworth-copy/index.html,none found,Leadership at Loyola Medicine | Loyola Medicine,https://www.loyolamedicine.org/about-us/leadership/,"Keith Veselik, MD, Regional Vice President, Population Health"
37,LINCOLN COMMUNITY HOSPITAL,NYC Health + Hospitals/Lincoln,https://www.nychealthandhospitals.org/locations/lincoln/,none found,Leadership - Samaritan Health Services,https://samhealth.org/about-samaritan/our-organization/leadership/,"Julie Osgood, MS, DrPH, Chief Operating Officer, Samaritan Medical Group",Districts - Division of Public Health Systems - Maine CDC: DHHS ...,https://www.maine.gov/dhhs/mecdc/public-health-systems/lphd/index.shtml,none found
38,RANGELY DISTRICT HOSPITAL,Performance Leadership Award 2023 - Rangely District Hospital,https://www.rangelyhospital.com/performance-leadership-award-2023,none found,Rangely District Hospital | LinkedIn,https://www.linkedin.com/company/rangely-district-hospital,none found,CEO's Message - Rangely District Hospital,https://www.rangelyhospital.com/ceo-s-message,none found
39,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,Management | San Luis Valley Health,https://www.sanluisvalleyhealth.org/about-us/management/,none found,"Zach Weiderspon, MHA - Administrator - San Luis Valley Health",https://www.linkedin.com/in/zach-weiderspon-mha-6396776b,none found,Awards & Accolades | San Luis Valley Health,https://www.sanluisvalleyhealth.org/achievements/,none found
40,WRAY COMMUNITY DISTRICT HOSPITAL,Board and Admin - Wray Hospital & Clinic,https://wrayhospital.org/board-and-admin/,none found,Wray Community District Hospital - Western Healthcare Alliance,https://www.wha1.org/wha-membership/wray-community-district-hospital/,none found,Community Health Needs Assessment,https://wrayhospital.org/wp-content/uploads/2022/02/Wray_Com_District_Hp_CHNA_2021.pdf,none found
41,SEDGWICK COUNTY MEMORIAL HOSPITAL,Aidan Hettler - Chief Executive Officer - Sedgwick County Health ...,https://www.linkedin.com/in/aidanhettler,none found,Podcast - Rural Health Leadership Radio™,https://rhlradio.com/podcast-2/,none found,Sedgwick County Health Center – Providing Excellent Personalized ...,https://schealth.org/,none found
42,SOUTHEAST COLORADO HOSPITAL,Hospital News,https://www.sechosp.org/getpage.php?name=news_events_2,none found,"Aaron Olivieri - M. Ed Leadership, MEP - Operational Readiness ...",https://www.linkedin.com/in/aaron-olivieri-m-ed-leadership-mep-72a891216,none found,CEO Message,https://www.sechosp.org/getpage.php?name=ceo,none found
43,ESTES PARK MEDICAL CENTER,Estes Park Health 2020 Community Health Needs Assessment and ...,https://eph.org/wp-content/uploads/2021/05/CHNA-Final-Document-2020.pdf,none found,Global Leaders Convene for Salzburg Seminar to Address Women's ...,https://www.jhf.org/news-blog-menu/entry/global-leaders-convene-for-salzburg-seminar-to-address-women-s-health-inequities-as-they-age-1,none found,Board of Directors - Estes Park Health,https://eph.org/about-us/board-of-directors/,none found
44,KIT CARSON COUNTY MEMORIAL HOSPITAL,Healthcare Providers | Kit Carson County Memorial Hospital,https://www.kcchsd.org/leadership/,none found,Kit Carson County Department of Public Health and Environment ...,https://kitcarsoncounty.colorado.gov/sites/kitcarsoncounty/files/documents/Media%20Release%202-26-2021%20phases.pdf,none found,Kit Carson County Memorial Hospital | Rural Healthcare Services,https://www.kcchsd.org/,none found
