,Hospital Name,Title 1,Link 1,Population Health 1,Title 2,Link 2,Population Health 2,Title 3,Link 3,Population Health 3
28,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2022 Community Health Needs Assessment,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/sacramento-chna-2022.pdf,"none found 
","Reshma Gupta, MD, MSHPM - Chief of Population Health and ...",https://www.linkedin.com/in/reshma-gupta-md-mshpm,"none found 
",Kaiser Permanente: We're transforming health and health care – find ...,https://about.kaiserpermanente.org/,"none found 
"
29,WEST ANAHEIM MEDICAL CENTER,Internal Medicine Residency Program,https://westanaheimmedctr.com/gme/,"unusual behavior notice 
",Leadership - Harbor-UCLA Medical Center,https://dhs.lacounty.gov/harbor-ucla-medical-center/leadership/,"none found 
",West Anaheim Medical Center Earns An 'A' Hospital Safety Grade ...,https://westanaheimmedctr.com/west-anaheim-medical-center-earns-an-a-hospital-safety-grade-from-the-leapfrog-group/,"none found 
"
30,HUNTINGTON MEMORIAL HOSPITAL,Parkview Health Executive Leadership,http://www.parkview.com/about-us/parkview-leadership/parkview-executive-leadership,"unusual behavior notice 
",Learn About Huntington Hospital's Executive Management and ...,https://www.huntingtonhealth.org/about-us/hospital-leadership/,"none found 
",Senior leadership at Northwell Health,https://www.northwell.edu/about/leadership,"Debbie Salas Lopez MD MPH, Senior Vice President Community and Population Health 
"
31,STANFORD HEALTH CARE,Primary Care & Population Health - Stanford Medicine,https://med.stanford.edu/pcph.html,"unusual behavior notice 
",Community Health & Partnerships | Stanford Health Care,https://stanfordhealthcare.org/about-us/community-partnerships.html,"unusual behavior notice 
",Leadership Team | Primary Care and Population Health | Stanford ...,https://med.stanford.edu/pcph/people/leadership-team.html,"none found 
"
32,MERCY MEDICAL CENTER,Derek Novak is one of Becker's Hospital Review's population health ...,https://www.mercyone.org/about-us/news-events/derek-novak-is-one-of-beckers-hospital-reviews-population-health-leaders-to-know,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Mercy Health Services Leadership Team,https://mdmercy.com/about-mercy/leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,"Froedtert ThedaCare Health, Inc., Executive Leadership",https://www.froedtert.com/about/executive-leadership,"Imran Andrabi MD FAAFM, President and CEO
Ian Schwartz MD, Chief Clinical Officer 
"
33,UCSF MEDICAL CENTER,UCSF Health - Office of Population Health | Population Health and ...,https://pophealth.ucsf.edu/ucsf-health-office-population-health,"none found 
",Leadership Programs | Center for Nursing Excellence & Innovation,https://nursingexcellence.ucsf.edu/leadership-programs,"Gina Intinarelli-Shuler, PhD, MS, RN, Vice President and Chief Population Health Officer, UCSF Health,
Kevin Grumbach, MD, Chair, Department of Family and Community Medicine, UCSF School of Medicine, Former Vice President for Population Health, UCSF Health,
Samuel A. Skootsy, MD, Chief Medical Officer, UCLA Faculty Practice Group and Medical Group, Chief Population Health Officer, UC Health,
Tim Judson, MD, MPH, Medical Director for Care Delivery Transformation, UCSF Health,
Aurora Snyder, MAS, RN, Care Transitions Outreach Program, Office of Population Health, UCSF Health, *Population Health Management Certificate Program Lead,
Noelle Lee, MS, Director, Operations and Administration, UCSF Office of Population Health,
Brian Taylor, PhD, Director, Analytics, UCSF Office of Population Health,
Avi Tutman, MPH, MBA, Manager, Ambulatory Risk Capture and MA Operations, UCSF Office of Population Health,
Michael Helle, NRP/CCP/FP-C, MHA, MBA, Director, Clinical Program, UCSF Office of Population Health,
Robin Andersen, NP, PHN, MSN, Manager, Complex Care Team, UCSF Office of Population Health,
Carolyn Stead, PsyD, Manager, Behavioral Health, UCSF Office of Population Health,
Sara Coleman, MPH, MBA, Director, Population Health Quality, UCSF Office of Population Health,
Clare Connors, MPH, Manager, Population Health Performance Improvement, UCSF Office of Population Health,
Naveen Raja, DO, MBA, Medical Director of Population Health, UCLA Health Faculty Practice Group, Associate Clinical Professor, David Geffen School of Medicine at UCLA,
Meg Wheeler, MS, RN, Manager, Care Transitions, UCSF Office of Population Health,
Irina Kaplan, RN, Manager, Care Transitions, UCSF Office of Population Health,
Henrietta Tran, MS, RN, FNP, Manager, ACO Commercial/Medicare Advantage Program, UCSF Office of Population Health,
Tasha Toliver, MSHE, Operations Manager, UCSF Office of Population Health,
Matt Tierney, ANP, PMHNP, CARN-AP, FAAN, Clinical Professor, School of Nursing, Clinical Director of Substance Use Treatment and Education, UCSF Office of Population Health 
",Our Leadership | UCSF Health,https://www.ucsfhealth.org/about/our-leadership,"unusual behavior notice 
"
34,ADVENTIST HEALTH BAKERSFIELD,Adventist Health Leadership Team,https://www.adventisthealth.org/about-us/leadership-team/,"none found 
",KCN - Cancer Care - Adventist Health,https://info.adventisthealth.org/kcn/cancer-care/?id=7018V000001VCmaQAG&utm_campaign=KCN_AHKC_CNR&utm_source=print&utm_content=AD_AHKC_CNR_CLP_FURL,"none found 
",Adventist Health Bakersfield Leadership,https://www.adventisthealth.org/bakersfield/about-us/leadership/,"none found 
"
35,ST MARY'S MEDICAL CENTER,St. Mary's Medical Center - 2022 Community Health Needs ...,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/st-marys-med-center-chna-2022.pdf,"none found 
",Our Leaders | Essentia Health,https://www.essentiahealth.org/about/our-leaders,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Executive Leadership | Southern California | Dignity Health | Dignity ...,https://www.dignityhealth.org/socal/about-us/executive-leadership,"none found 
"
36,DOCTORS MEDICAL CENTER,Leadership | Department of Public Health | City of Philadelphia,https://www.phila.gov/departments/department-of-public-health/about-us/leadership/,"unusual behavior notice 
",Leadership Development for Physicians in Academic Health Centers,https://www.hsph.harvard.edu/ecpe/programs/leadership-development-for-physicians-in-academic-health-centers/,"none found 
",Leadership | Ballad Health,https://www.balladhealth.org/about/leadership,"Anthony Keck, System Innovation and Chief Population Health Officer, Dr. Shari Rajoo, Chief Medical Officer for Population Health Services 
"
37,MEMORIAL HOSPITAL OF GARDENA,Memorial Hospital of Gardena,https://www.memorialhospitalgardena.com/,"none found 
",Meet Our Leaders | Board of Directors | Executive Team,https://www.mlkch.org/our-leaders,"none found 
",Behavioral Health Unit Ready to Open for LA Safety Net Communities,https://www.memorialhospitalgardena.com/newsroom/news/behavioral-health-unit-ready-to-open-for-la-safety-net-communities/,"none found 
"
38,GOOD SAMARITAN HOSPITAL,Our leadership team | Good Samaritan Hospital,https://goodsamsanjose.com/about/our-leadership-team.dot,"unusual behavior notice 
",Leadership | TriHealth,https://www.trihealth.com/about-trihealth/our-leadership,"none found 
",Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,"none found 
"
39,WEST HILLS HOSPITAL & MEDICAL CENTER,UCLA Health Acquires West Hills Hospital and Medical Center ...,https://www.uclahealth.org/news/release/WestValley2024,"none found 
",Our leadership team | Good Samaritan Hospital,https://goodsamsanjose.com/about/our-leadership-team.dot,"unusual behavior notice 
",UCLA Health in West Hills - UCLA West Valley Medical Center ...,https://www.uclahealth.org/hospitals/west-valley/welcome,"none found 
"
40,LONG BEACH MEMORIAL MEDICAL CENTER,Executive Leadership | Southern California | Dignity Health | Dignity ...,https://www.dignityhealth.org/socal/about-us/executive-leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,149 Black healthcare leaders to know | 2023,https://www.beckershospitalreview.com/lists/149-black-healthcare-leaders-to-know-2023.html,"Nichola Davis, MD. Vice President and Chief Population Health Officer of NYC Health + Hospitals (New York City). 
Paul Alexander, MD. Executive Vice President and Chief Health Equity and Transformation Officer at RWJBarnabas Health (Orange, N.J.). 
Evelyn Balogun, MD. Chief Medical Officer of Inspira Medical Group (Mullica Hill, N.J.). 
",Pretend City Children's Museum and MemorialCare Unveil New ...,https://www.memorialcare.org/press-room/pretend-city-childrens-museum-and-memorialcare-unveil-new-health-center-learning-space,"Jessica Kwon, Vice President of Population Health 
"
41,EDEN MEDICAL CENTER,Cone Health Leadership | Cone Health,https://www.conehealth.com/about-us/leadership/,"Danielle Phelps Swartz, Vice President Population Health 
",Home | Environmental & Public Health Sciences | UC Medicine,https://med.uc.edu/depart/eh,"none found 
",Sutter Health Leadership,https://www.sutterhealth.org/about/leadership,"unusual behavior notice 
"
42,CLOVIS COMMUNITY MEDICAL CENTER,Community Health System ... - Community Medical Centers,https://www.communitymedical.org/about-us/leadership/community-health-system-administration,"Lee Huskins, Senior VP Value Based Care 
",New proposed route between downtown Fresno & Clovis hospital ...,https://www.fresnobee.com/news/local/article276168626.html,"unusual behavior notice 
",Community Regional Medical Center - Community Medical Centers,https://www.communitymedical.org/locations/community-regional-medical-center,"none found 
"
43,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,Executive Officers,https://www.johnmuirhealth.com/for-physicians/john-muir-medical-group/who-we-are/executive-committee.html,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,John Muir Health Program,https://www.aafp.org/medical-education/directory/residency/detail/9184310,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,John Muir Health,https://www.johnmuirhealth.com/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
44,SUTTER AUBURN FAITH HOSPITAL,Sutter Health Leadership,https://www.sutterhealth.org/about/leadership,"unusual behavior notice 
",Sutter Health - Wikipedia,https://en.wikipedia.org/wiki/Sutter_Health,"none found 
",Sutter Auburn Faith Hospital | Sutter Health,https://www.sutterhealth.org/auburn,"none found 
"
45,SAINT VINCENT MEDICAL CENTER,Leadership at Loyola Medicine | Loyola Medicine,https://www.loyolamedicine.org/about-us/leadership/,"Keith Veselik, MD, Regional Vice President, Population Health 
","Leadership | St. Joseph's Health Syracuse, New York (NY) Hospitals",https://www.sjhsyr.org/about-us/leadership,"Kristen M Mucitelli, VP Population Health Management 
","Barish, Robert A. | Office of the Vice Chancellor for Health Affairs ...",https://vcha.uic.edu/profiles/robert-a-barish/,"none found 
"
46,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Executive Team Bios - San Diego - Scripps Health,https://www.scripps.org/about-us/executive-team,"unusual behavior notice 
",Student & Volunteer Opportunities | Scripps Health Careers,https://careers.scripps.org/students/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Scripps Health Implementation Strategy Fiscal Year 2023 - 2025,https://www.scripps.org/sparkle-assets/documents/scripps-health-implementation-strategy-2023-2025.pdf,"none found 
"
47,SIERRA VISTA REGIONAL MEDICAL CENTER,3 Providers Will Pay $22.5M to Settle Medi-Cal False Claims ...,https://www.healthleadersmedia.com/payer/3-providers-will-pay-225m-settle-medi-cal-false-claims-allegations,"unusual behavior notice 
",Parkview Health Executive Leadership,http://www.parkview.com/about-us/parkview-leadership/parkview-executive-leadership,"unusual behavior notice 
",Adventist Health Leadership Team,https://www.adventisthealth.org/about-us/leadership-team/,"none found 
"
48,KAISER FOUNDATION HOSPITAL,Supporting a Safer Future with Public Health | Kaiser Permanente,https://about.kaiserpermanente.org/news/supporting-a-safer-future-with-public-health,"unusual behavior notice 
",Beyond Health Care: The Role of Social Determinants in Promoting ...,https://www.kff.org/racial-equity-and-health-policy/issue-brief/beyond-health-care-the-role-of-social-determinants-in-promoting-health-and-health-equity/,"none found 
",National leaders | Kaiser Permanente,https://about.kaiserpermanente.org/who-we-are/leadership-team/national-leaders,"none found 
"
49,KAISER FOUNDATION HOSPITAL - FREMONT,2022 Community Health Needs Assessment,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/fremont-chna-2022.pdf,"none found 
",Job Opportunities at Kaiser Permanente,https://www.kaiserpermanentejobs.org/search-jobs,"none found 
",Kaiser Permanente: We're transforming health and health care – find ...,https://about.kaiserpermanente.org/,"none found 
"
50,KAISER FOUNDATION HOSPITAL - ZION,2022 Community Health Needs Assessments (CHNA,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/san-diego-chna-2022.pdf,"none found 
",Kaiser Permanente Zion Medical Center,https://healthy.kaiserpermanente.org/southern-california/facilities/kaiser-permanente-zion-medical-center-100084,"unusual behavior notice 
",National leaders | Kaiser Permanente,https://about.kaiserpermanente.org/who-we-are/leadership-team/national-leaders,"none found 
"
51,MERCY SAN JUAN MEDICAL CENTER,Mercy San Juan Medical Center - Community Benefit 2022 Report ...,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/community-benefit/2022/MercySanJuanMedCntr-2022CBreport.pdf,"none found 
",Executive Leadership | Skagit Regional Health,https://www.skagitregionalhealth.org/about-us/executive-leadership-team,"unusual behavior notice 
",Executive Leadership | Northern California | Dignity Health | Dignity ...,https://www.dignityhealth.org/bayarea/about-us/executive-leadership,"none found 
"
52,VICTOR VALLEY GLOBAL MEDICAL CENTER,Victor Valley Global Medical Center CEO And Leadership ...,https://www.zippia.com/victor-valley-global-medical-center-careers-1574488/executives/,"none found 
",Victor Valley Global Medical Center: Home,https://www.victorvalleyglobalmedicalcenter.com/,"unusual behavior notice 
","Victor Valley Global Medical Center Jobs in July, 2024 (Hiring Now!)",https://www.zippia.com/victor-valley-global-medical-center-careers-1574488/jobs/,"none found 
"
53,SUTTER DELTA MEDICAL CENTER,Sutter Health Leadership,https://www.sutterhealth.org/about/leadership,"unusual behavior notice 
",Sutter Health - Wikipedia,https://en.wikipedia.org/wiki/Sutter_Health,"none found 
",Contact Us | Sutter Health,https://www.sutterhealth.org/contact-us,"unusual behavior notice 
"
54,HUNTINGTON BEACH HOSPITAL,Huntington Beach Hospital,https://hbhospital.org/wp-content/uploads/2022/11/CHNA_Orange-County-_Huntington-Beach-Hospital_.pdf,"none found 
",Working at MemorialCare,https://careers.memorialcare.org/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,News - Huntington Beach Hospital,https://hbhospital.org/news/,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
55,MEMORIAL HOSPITAL LOS BANOS,Memorial Hospital Los Banos | Sutter Health,https://www.sutterhealth.org/mhlb,"unusual behavior notice 
",Leadership - Health Services Los Angeles County,https://dhs.lacounty.gov/who-we-are/leadership_new/,"Nina J. Park, M.D., CHIEF DEPUTY DIRECTOR, POPULATION HEALTH 
",USC Keck School of Medicine,https://keck.usc.edu/,"none found 
"
56,JOHN F KENNEDY MEMORIAL HOSPITAL,"Leadership | Jefferson, Abington & Aria. Better Together.",https://www.jefferson.edu/leadership.html,"none found 
",Leadership: Meet MedStar Health Leaders | MedStar Health,https://www.medstarhealth.org/about/medstar-health-leadership,"none found 
",JFK University Medical Center | Hackensack Meridian Health ...,https://www.hackensackmeridianhealth.org/en/locations/jfk-university-medical-center,"unusual behavior notice 
"
57,SUTTER DAVIS HOSPITAL,Sutter Health Leadership,https://www.sutterhealth.org/about/leadership,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Sutter Health - Wikipedia,https://en.wikipedia.org/wiki/Sutter_Health,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).,Sutter Davis Hospital | Sutter Health,https://www.sutterhealth.org/davis,"unusual behavior notice 
"
58,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,2022 Community Health Needs Assessment,https://about.kaiserpermanente.org/content/dam/kp/mykp/documents/reports/community-health/redwood-city-chna-2022.pdf,"none found 
",Board Members & Staff - Northern Virginia Health Foundation,https://novahealthfdn.org/board-members-and-staff,"unusual behavior notice 
",Michelle Gaskill-Hames | Kaiser Permanente,https://about.kaiserpermanente.org/who-we-are/leadership-team/regional-leaders/michelle-gaskill-hames,Unable to generate because of 429 Resource has been exhausted (e.g. check quota).
